sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:ATC_code,ADD_INFO:drug_form,ADD_INFO:strength,ADD_INFO:brand,matchScore,mappingStatus,conceptId
71687,Canidryl; 50 mg; TABLET,1,,QM01AE91,TABLET,50 mg,Canidryl,0.5,UNCHECKED,0
71690,Spiriva; Tiotropiumbromid; 18 mikrogram; INPOHC,1,,R03BB04,INPOHC,18 mikrogram,Spiriva,0.5,AUTO_MAPPED,1106776
71704,Diclocil®; Dikloxacillin; 250 mg; CAPHAR,1,,J01CF01,CAPHAR,250 mg,Diclocil®,0.5,AUTO_MAPPED,1724666
71707,Simidon; Simvastatin; 20 mg; FICOTA,778,,C10AA01,FICOTA,20 mg,Simidon,0.5,AUTO_MAPPED,1539411
71712,Diclocil®; Dikloxacillin; 500 mg; CAPHAR,1,,J01CF01,CAPHAR,500 mg,Diclocil®,0.5,AUTO_MAPPED,1724666
71719,Fycompa; Perampanel; 8 mg; FICOTA,1,,N03AX22,FICOTA,8 mg,Fycompa,0.5,AUTO_MAPPED,42904177
71720,Pronaxen®; Naproxen; 500 mg; TABLET,9,,M01AE02,TABLET,500 mg,Pronaxen®,0.5,AUTO_MAPPED,19019273
71753,Natriumklorid Baxter; Natriumklorid; 9 mg/ml; SOLINF,1,,B05BB01,SOLINF,9 mg/ml,Natriumklorid Baxter,0.5,AUTO_MAPPED,967823
71761,Pronaxen®; Naproxen; 250 mg; TABLET,12,,M01AE02,TABLET,250 mg,Pronaxen®,0.5,AUTO_MAPPED,19019272
71763,Seroquel Depot; Kvetiapin; 300 mg; PRRETA,1,,N05AH04,PRRETA,300 mg,Seroquel Depot,0.5,AUTO_MAPPED,766814
71770,Advagraf; Takrolimus; 1 mg; PRRECH,1,,L04AD02,PRRECH,1 mg,Advagraf,0.5,AUTO_MAPPED,950637
71781,"Risperidon Sandoz; Risperidon; 0,25 mg; FICOTA",1,,N05AX08,FICOTA,"0,25 mg",Risperidon Sandoz,0.5,AUTO_MAPPED,735979
71792,Mixamin Glucos 120 mg/ml; SOLINF,1,,B05BA10,SOLINF,,Mixamin Glucos 120 mg/ml,0.5,UNCHECKED,0
71804,Mixamin Glucos 200 mg/ml; SOLINF,1,,B05BA10,SOLINF,,Mixamin Glucos 200 mg/ml,0.5,UNCHECKED,0
71816,Mixamin Glucos 200 mg/ml; SOLINF,1,,B05BA10,SOLINF,,Mixamin Glucos 200 mg/ml,0.5,UNCHECKED,0
71827,Celocurin®; 50 mg/ml; SOLINJ,1,,M03AB01,SOLINJ,50 mg/ml,Celocurin®,0.5,AUTO_MAPPED,836208
71901,Mometasone Actavis; Mometason; 50 mikrogram/dos; NASPSU,1,,R01AD09,NASPSU,50 mikrogram/dos,Mometasone Actavis,0.5,AUTO_MAPPED,905233
71910,CAPD/DPCA 2; SOPEDI,1,,B05DA,SOPEDI,,CAPD/DPCA 2,0.5,UNCHECKED,0
71956,Cefuroxim Actavis; Cefuroxim; 750 mg; POSOIJ,1,,J01DC02,POSOIJ,750 mg,Cefuroxim Actavis,0.5,AUTO_MAPPED,1778162
71967,Paclitaxel Medartuum; Paklitaxel; 6 mg/ml; COSINF,1,,L01CD01,COSINF,6 mg/ml,Paclitaxel Medartuum,0.5,AUTO_MAPPED,1378382
71969,CAPD/DPCA 4; SOPEDI,1,,B05DB,SOPEDI,,CAPD/DPCA 4,0.5,UNCHECKED,0
71990,"Valsartan/Hydrochlorothiazide Krka; Valsartan + hydroklortiazid; 80 mg/12,5 mg; FICOTA",12,,C09DA03,FICOTA,"80 mg/12,5 mg",Valsartan/Hydrochlorothiazide Krka,0.5,AUTO_MAPPED,1308842
71992,Voxra; Bupropion; 150 mg; MORETA,1,,N06AX12,MORETA,150 mg,Voxra,0.5,AUTO_MAPPED,750982
72003,Baraclude®; Entecavir; 1 mg; FICOTA,1,,J05AF10,FICOTA,1 mg,Baraclude®,0.5,AUTO_MAPPED,1711246
72017,CAPD/DPCA 3; SOPEDI,1,,B05DB,SOPEDI,,CAPD/DPCA 3,0.5,UNCHECKED,0
72020,Chloromycetin®; 5 mg/ml; EYDRSO,1,,S01AA01,EYDRSO,5 mg/ml,Chloromycetin®,0.5,AUTO_MAPPED,990069
72039,"Zidoval; Metronidazol; 7,5 mg/g; VAGGEL",1,,G01AF01,VAGGEL,"7,5 mg/g",Zidoval,0.5,AUTO_MAPPED,1707164
72052,Canidryl; 100 mg; TABLET,1,,QM01AE91,TABLET,100 mg,Canidryl,0.5,UNCHECKED,0
72070,Canidryl; 100 mg; TABLET,1,,QM01AE91,TABLET,100 mg,Canidryl,0.5,UNCHECKED,0
72079,Canidryl; 100 mg; TABLET,1,,QM01AE91,TABLET,100 mg,Canidryl,0.5,UNCHECKED,0
72082,Diclocil®; Dikloxacillin; 500 mg; CAPHAR,1,,J01CF01,CAPHAR,500 mg,Diclocil®,0.5,AUTO_MAPPED,1724666
72132,Domosedan® vet.; 10 mg/ml; SOLINJ,1,,QN05CM90,SOLINJ,10 mg/ml,Domosedan® vet.,0.5,UNCHECKED,0
72181,Gambrosol 40 L med 15mg/ml glukos; SOPEDI,1,,B05DA,SOPEDI,,Gambrosol 40 L med 15mg/ml glukos,0.5,UNCHECKED,0
72209,Aripiprazol STADA; Aripiprazol; 15 mg; TABLET,1,,N05AX12,TABLET,15 mg,Aripiprazol STADA,0.5,AUTO_MAPPED,757688
72215,Gambrosol 40 M med 25 mg/ml glukos; SOPEDI,1,,B05DB,SOPEDI,,Gambrosol 40 M med 25 mg/ml glukos,0.5,UNCHECKED,0
72231,Gambrosol 40 H med 40 mg/ml glukos; SOPEDI,1,,B05DB,SOPEDI,,Gambrosol 40 H med 40 mg/ml glukos,0.5,UNCHECKED,0
72298,Entocort®; 2 mg; TSORSU,1,,A07EA06,TSORSU,2 mg,Entocort®,0.5,AUTO_MAPPED,939259
72371,Kytril®; Granisetron; 1 mg/ml; SOLINJ,1,,A04AA02,SOLINJ,1 mg/ml,Kytril®,0.5,AUTO_MAPPED,1000772
72389,Gambrosol 40 L med 15mg/ml glukos; SOPEDI,1,,B05DA,SOPEDI,,Gambrosol 40 L med 15mg/ml glukos,0.5,UNCHECKED,0
72397,Glukos Fresenius Kabi; 300 mg/ml; SOLINJ,1,,B05BA03,SOLINJ,300 mg/ml,Glukos Fresenius Kabi,0.5,UNCHECKED,0
72417,Sildenafil Orion; Sildenafil; 100 mg; FICOTA,1,,G04BE03,FICOTA,100 mg,Sildenafil Orion,0.5,AUTO_MAPPED,1316262
72443,Kezol; Ketokonazol; 20 mg/g; SHAMPO,1,,D01AC08,SHAMPO,20 mg/g,Kezol,0.5,AUTO_MAPPED,985708
72482,"Rivastigmine Sandoz; Rivastigmin; 1,5 mg; CAPHAR",1,,N06DA03,CAPHAR,"1,5 mg",Rivastigmine Sandoz,0.5,AUTO_MAPPED,733523
72534,"Avonex®; Interferon beta-1a; 30 mikrogram/0,5 ml; SOIJPS",1,,L03AB07,SOIJPS,"30 mikrogram/0,5 ml",Avonex®,0.5,AUTO_MAPPED,722424
72546,Gambrosol 40 M med 25 mg/ml glukos; SOPEDI,1,,B05DB,SOPEDI,,Gambrosol 40 M med 25 mg/ml glukos,0.5,UNCHECKED,0
72603,Gambrosol 40 H med 40 mg/ml glukos; SOPEDI,1,,B05DB,SOPEDI,,Gambrosol 40 H med 40 mg/ml glukos,0.5,UNCHECKED,0
72639,Airomir; Salbutamol; 2 mg/ml; NEBRSO,1,,R03AC02,NEBRSO,2 mg/ml,Airomir,0.5,AUTO_MAPPED,1154343
72641,"Lung test gas CO (He) AGA; 0,28 %, 9,3 %; MEGACO",1,,V04CX,MEGACO,"0,28 %, 9,3 %",Lung test gas CO (He) AGA,0.5,UNCHECKED,0
72654,"Lung test gas CO (C2H2, CH4) AGA; 0,3 %, 0,3 %, 0,3 %; MEGACO",1,,V04CX,MEGACO,"0,3 %, 0,3 %, 0,3 %","Lung test gas CO (C2H2, CH4) AGA",0.5,UNCHECKED,0
72657,Isotretinoin Orifarm; Isotretinoin; 20 mg; CAPSOF,1,,D10BA01,CAPSOF,20 mg,Isotretinoin Orifarm,0.5,AUTO_MAPPED,984232
72658,Pegasys®; Peginterferon alfa-2a; 135 mikrogram; SOINPP,1,,L03AB11,SOINPP,135 mikrogram,Pegasys®,0.5,AUTO_MAPPED,1714165
72677,Alkeran; Melfalan; 50 mg; PSSOIJ,1,,L01AA03,PSSOIJ,50 mg,Alkeran,0.5,AUTO_MAPPED,1301267
72679,"Milbemax vet.; 2,5 mg/25 mg; CHETAB",1,,QP54AB51,CHETAB,"2,5 mg/25 mg",Milbemax vet.,0.5,UNCHECKED,0
72699,"Metacam® för katt; 0,5 mg/ml; ORASUS",1,,QM01AC06,ORASUS,"0,5 mg/ml",Metacam® för katt,0.5,UNCHECKED,0
72731,Levetiracetam Navamedic; 250 mg; FICOTA,1,,N03AX14,FICOTA,250 mg,Levetiracetam Navamedic,0.5,AUTO_MAPPED,711584
72735,Metojectpen; Metotrexat; 20 mg; SOINPP,1,,L01BA01,SOINPP,20 mg,Metojectpen,0.5,AUTO_MAPPED,1305058
72739,"Zarzio; Filgrastim; 30 ME/0,5 ml; SOIJPS",1,,L03AA02,SOIJPS,"30 ME/0,5 ml",Zarzio,0.5,AUTO_MAPPED,1304850
72743,Pamidrocell; Pamidronat; 3 mg/ml; COSINF,1,,M05BA03,COSINF,3 mg/ml,Pamidrocell,0.5,AUTO_MAPPED,1511646
72751,Sufenta®; 5 mikrogram/ml; SOLINJ,1,,N01AH03,SOLINJ,5 mikrogram/ml,Sufenta®,0.5,AUTO_MAPPED,19078219
72752,Novopulmon® Novolizer®; 200 mikrogram/dos; INHPOW,1,,R03BA02,INHPOW,200 mikrogram/dos,Novopulmon® Novolizer®,0.5,AUTO_MAPPED,939259
72761,Novopulmon® Novolizer®; 200 mikrogram/dos; INHPOW,1,,R03BA02,INHPOW,200 mikrogram/dos,Novopulmon® Novolizer®,0.5,AUTO_MAPPED,939259
72770,Humira®; Adalimumab; 40 mg; SOINPP,1,,L04AB04,SOINPP,40 mg,Humira®,0.5,AUTO_MAPPED,1119119
72785,Natriumklorid Baxter; Natriumklorid; 9 mg/ml; SOLINF,1,,B05BB01,SOLINF,9 mg/ml,Natriumklorid Baxter,0.5,AUTO_MAPPED,967823
72793,Natriumklorid Baxter; Natriumklorid; 9 mg/ml; SOLINF,1,,B05BB01,SOLINF,9 mg/ml,Natriumklorid Baxter,0.5,AUTO_MAPPED,967823
72842,Logimat; Metoprolol+felodipin; 5 mg/50 mg; PRRETA,1,,C07FB02,PRRETA,5 mg/50 mg,Logimat,0.5,AUTO_MAPPED,1307046
72851,Logimat forte; Metoprolol+felodipin; 10 mg/100 mg; PRRETA,921,,C07FB02,PRRETA,10 mg/100 mg,Logimat forte,0.5,AUTO_MAPPED,1307046
72878,Arimidex; Anastrozol; 1 mg; FICOTA,1,,L02BG03,FICOTA,1 mg,Arimidex,0.5,AUTO_MAPPED,1348265
72892,Sufenta®; 50 mikrogram/ml; SOLINJ,1,,N01AH03,SOLINJ,50 mikrogram/ml,Sufenta®,0.5,AUTO_MAPPED,19078219
72895,Omeprazol Apofri; 20 mg; GARECH,93,,A02BC01,GARECH,20 mg,Omeprazol Apofri,0.5,AUTO_MAPPED,19019418
72919,Vetoryl®; 120 mg; CAPHAR,1,,QH02CA01,CAPHAR,120 mg,Vetoryl®,0.5,UNCHECKED,0
72945,"Bisoprolol Teva; Bisoprolol; 2,5 mg; TABLET",9905,,C07AB07,TABLET,"2,5 mg",Bisoprolol Teva,0.5,AUTO_MAPPED,40166188
72959,Abboticin®; 250 mg; GARETA,1,,J01FA01,GARETA,250 mg,Abboticin®,0.5,AUTO_MAPPED,1746940
72978,BYETTA; Exenatid; 5 mikrogram/dos; SOINPP,636,,A10BX04,SOINPP,5 mikrogram/dos,BYETTA,0.5,AUTO_MAPPED,46234120
72990,Multibic® 2mmol/l kalium; SOHAFI,1,,B05ZB,SOHAFI,,Multibic® 2mmol/l kalium,0.5,UNCHECKED,0
72996,BYETTA; Exenatid; 10 mikrogram/dos; SOINPP,1458,,A10BX04,SOINPP,10 mikrogram/dos,BYETTA,0.5,AUTO_MAPPED,46234120
73001,Multibic® kaliumfri; SOHAFI,1,,B05ZB,SOHAFI,,Multibic® kaliumfri,0.5,UNCHECKED,0
73005,"Noromectin vet; 0,8 mg/ml; ORASOL",1,,QP54AA01,ORASOL,"0,8 mg/ml",Noromectin vet,0.5,UNCHECKED,0
73012,Multibic® 3mmol/l kalium; SOHAFI,1,,B05ZB,SOHAFI,,Multibic® 3mmol/l kalium,0.5,UNCHECKED,0
73014,"Noromectin vet; 0,8 mg/ml; ORASOL",1,,QP54AA01,ORASOL,"0,8 mg/ml",Noromectin vet,0.5,UNCHECKED,0
73025,Multibic® 4mmol/l kalium; SOHAFI,1,,B05ZB,SOHAFI,,Multibic® 4mmol/l kalium,0.5,UNCHECKED,0
73027,INTELENCE; Etravirin; 200 mg; TABLET,1,,J05AG04,TABLET,200 mg,INTELENCE,0.5,AUTO_MAPPED,1758536
73036,Zolpidem HEXAL; Zolpidem; 10 mg; FICOTA,1,,N05CF02,FICOTA,10 mg,Zolpidem HEXAL,0.5,AUTO_MAPPED,744740
73042,Azithromycin Sandoz; Azitromycin; 500 mg; FICOTA,1,,J01FA10,FICOTA,500 mg,Azithromycin Sandoz,0.5,AUTO_MAPPED,1734104
73057,Suboxone; Buprenorfin + Naloxon; 8 mg/2 mg; SULITA,1,,N07BC51,SULITA,8 mg/2 mg,Suboxone,0.5,AUTO_MAPPED,1133201
73064,Arteoptic; 10 mg/ml; EYDRSO,1,,S01ED05,EYDRSO,10 mg/ml,Arteoptic,0.5,AUTO_MAPPED,950370
73069,"Losatrix; Losartan; 12,5 mg; FICOTA",1,,C09CA01,FICOTA,"12,5 mg",Losatrix,0.5,AUTO_MAPPED,1367500
73072,Ciproxin®; Ciprofloxacin; 2 mg/ml; SOLINF,1,,J01MA02,SOLINF,2 mg/ml,Ciproxin®,0.5,AUTO_MAPPED,1797513
73078,Losatrix; Losartan; 50 mg; FICOTA,38,,C09CA01,FICOTA,50 mg,Losatrix,0.5,AUTO_MAPPED,40185304
73092,Ribavirin Teva Pharma B.V.; Ribavirin; 200 mg; FICOTA,1,,J05AB04,FICOTA,200 mg,Ribavirin Teva Pharma B.V.,0.5,AUTO_MAPPED,1762711
73096,Losatrix; Losartan; 100 mg; FICOTA,1,,C09CA01,FICOTA,100 mg,Losatrix,0.5,AUTO_MAPPED,1367500
73097,Stomacid; 150 mg; EFFTAB,3,,A02BA02,EFFTAB,150 mg,Stomacid,0.5,AUTO_MAPPED,44818321
73103,Ribavirin Teva Pharma B.V.; Ribavirin; 200 mg; FICOTA,1,,J05AB04,FICOTA,200 mg,Ribavirin Teva Pharma B.V.,0.5,AUTO_MAPPED,1762711
73115,Seroquel; Quetiapin; 100 mg; FICOTA,1,,N05AH04,FICOTA,100 mg,Seroquel,0.5,AUTO_MAPPED,766814
73124,Seroquel; Quetiapin; 200 mg; FICOTA,1,,N05AH04,FICOTA,200 mg,Seroquel,0.5,AUTO_MAPPED,766814
73133,Seroquel; Quetiapin; 300 mg; FICOTA,1,,N05AH04,FICOTA,300 mg,Seroquel,0.5,AUTO_MAPPED,766814
73138,Valaciclovir Mylan; Valaciklovir; 500 mg; FICOTA,1,,J05AB11,FICOTA,500 mg,Valaciclovir Mylan,0.5,AUTO_MAPPED,1717704
73149,Valaciclovir Mylan; Valaciklovir; 500 mg; FICOTA,1,,J05AB11,FICOTA,500 mg,Valaciclovir Mylan,0.5,AUTO_MAPPED,1717704
73161,Valaciclovir Mylan; Valaciklovir; 500 mg; FICOTA,1,,J05AB11,FICOTA,500 mg,Valaciclovir Mylan,0.5,AUTO_MAPPED,1717704
73172,Valaciclovir Mylan; Valaciklovir; 500 mg; FICOTA,1,,J05AB11,FICOTA,500 mg,Valaciclovir Mylan,0.5,AUTO_MAPPED,1717704
73178,Metformin Sandoz; Metformin; 500 mg; FICOTA,56082,,A10BA02,FICOTA,500 mg,Metformin Sandoz,0.5,AUTO_MAPPED,40164929
73180,Ibandronic Acid Teva; Ibandronsyra; 50 mg; FICOTA,1,,M05BA06,FICOTA,50 mg,Ibandronic Acid Teva,0.5,AUTO_MAPPED,1512480
73181,"DuoResp Spiromax; Budesonid + formoterol; 160 mikrogram/4,5 mikrogram/dos; INHPOW",1,,R03AK07,INHPOW,"160 mikrogram/4,5 mikrogram/dos",DuoResp Spiromax,0.5,AUTO_MAPPED,939259
73183,Maxalt; Rizatriptan; 10 mg; TABLET,1,,N02CC04,TABLET,10 mg,Maxalt,0.5,AUTO_MAPPED,1154077
73187,Metformin Sandoz; Metformin; 500 mg; FICOTA,70848,,A10BA02,FICOTA,500 mg,Metformin Sandoz,0.5,AUTO_MAPPED,40164929
73194,Maxalt; Rizatriptan; 10 mg; TABLET,1,,N02CC04,TABLET,10 mg,Maxalt,0.5,AUTO_MAPPED,1154077
73196,Metformin Sandoz; Metformin; 850 mg; FICOTA,7565,,A10BA02,FICOTA,850 mg,Metformin Sandoz,0.5,AUTO_MAPPED,40164946
73209,Neurontin; Gabapentin; 400 mg; CAPHAR,1,,N03AX12,CAPHAR,400 mg,Neurontin,0.5,AUTO_MAPPED,797399
73218,"Lostankal; Losartan; 12,5 mg; FICOTA",9,,C09CA01,FICOTA,"12,5 mg",Lostankal,0.5,AUTO_MAPPED,1367533
73224,Creon 10000; Pankreatin; GARECH,1,,A09AA02,GARECH,,Creon 10000,0.5,AUTO_MAPPED,926487
73229,"Lostankal; Losartan; 12,5 mg; FICOTA",1591,,C09CA01,FICOTA,"12,5 mg",Lostankal,0.5,AUTO_MAPPED,1367533
73234,Addens-Natriumklorid B. Braun; Natriumklorid; 4 mmol/ml; COSINF,1,,B05XA03,COSINF,4 mmol/ml,Addens-Natriumklorid B. Braun,0.5,AUTO_MAPPED,967823
73240,Lostankal; Losartan; 50 mg; FICOTA,564,,C09CA01,FICOTA,50 mg,Lostankal,0.5,AUTO_MAPPED,40185304
73252,Lostankal; Losartan; 50 mg; FICOTA,8336,,C09CA01,FICOTA,50 mg,Lostankal,0.5,AUTO_MAPPED,40185304
73263,Lostankal; Losartan; 100 mg; FICOTA,61,,C09CA01,FICOTA,100 mg,Lostankal,0.5,AUTO_MAPPED,40185276
73274,Lostankal; Losartan; 100 mg; FICOTA,2835,,C09CA01,FICOTA,100 mg,Lostankal,0.5,AUTO_MAPPED,40185276
73278,Losatrix; Losartan; 50 mg; FICOTA,14,,C09CA01,FICOTA,50 mg,Losatrix,0.5,AUTO_MAPPED,40185304
73313,XALKORI®; 200 mg; CAPHAR,1,,L01XE16,CAPHAR,200 mg,XALKORI®,0.5,AUTO_MAPPED,40242675
73326,Clavucill; 400 mg/100 mg; TABLET,1,,QJ01CR02,TABLET,400 mg/100 mg,Clavucill,0.5,UNCHECKED,0
73339,"Nivestim; Filgrastim; 30 ME/0,5 ml; SOIJIF",1,,L03AA02,SOIJIF,"30 ME/0,5 ml",Nivestim,0.5,AUTO_MAPPED,1304850
73371,Vimpat; Lakosamid; 200 mg; FICOTA,1,,N03AX18,FICOTA,200 mg,Vimpat,0.5,AUTO_MAPPED,19087394
73378,Luminity; 150 mikroliter/ml; DSIJIF,1,,V08DA04,DSIJIF,150 mikroliter/ml,Luminity,0.5,UNCHECKED,0
73385,Quetiapin Ebb; Kvetiapin; 300 mg ; PRRETA,1,,N05AH04,PRRETA,300 mg ,Quetiapin Ebb,0.5,AUTO_MAPPED,766814
73423,"Tanlozid; Losartan + hydroklortiazid; 50 mg/12,5 mg; FICOTA",3003,,C09DA01,FICOTA,"50 mg/12,5 mg",Tanlozid,0.5,AUTO_MAPPED,1367500
73434,Tanlozid; Losartan + hydroklortiazid; 100 mg/25 mg; FICOTA,3868,,C09DA01,FICOTA,100 mg/25 mg,Tanlozid,0.5,AUTO_MAPPED,1367500
73437,"Selevitan® vet.; 30 mg/g+0,6 mg/g; GRANUL",1,,QA12CE99,GRANUL,"30 mg/g+0,6 mg/g",Selevitan® vet.,0.5,UNCHECKED,0
73451,Fentanyl Actavis; Fentanyl; 25 mikrogram/timme; TRAPAT,1,,N02AB03,TRAPAT,25 mikrogram/timme,Fentanyl Actavis,0.5,AUTO_MAPPED,1154029
73457,NovoNorm®; Repaglinid; 2 mg; TABLET,1,,A10BX02,TABLET,2 mg,NovoNorm®,0.5,AUTO_MAPPED,1516766
73461,Fentanyl Actavis; Fentanyl; 50 mikrogram/timme; TRAPAT,1,,N02AB03,TRAPAT,50 mikrogram/timme,Fentanyl Actavis,0.5,AUTO_MAPPED,1154029
73470,Fentanyl Actavis; Fentanyl; 75 mikrogram/timme; TRAPAT,1,,N02AB03,TRAPAT,75 mikrogram/timme,Fentanyl Actavis,0.5,AUTO_MAPPED,1154029
73479,Fentanyl Actavis; Fentanyl; 100 mikrogram/timme; TRAPAT,1,,N02AB03,TRAPAT,100 mikrogram/timme,Fentanyl Actavis,0.5,AUTO_MAPPED,1154029
73494,Cyklokapron®; Tranexamsyra; 100 mg/ml; SOLINJ,1,,B02AA02,SOLINJ,100 mg/ml,Cyklokapron®,0.5,AUTO_MAPPED,1303425
73495,NEXGARD SPECTRA; 38 mg/8 mg; CHETAB,1,,QP54AB51,CHETAB,38 mg/8 mg,NEXGARD SPECTRA,0.5,UNCHECKED,0
73502,Cyklokapron®; Tranexamsyra; 100 mg/ml; SOLINJ,1,,B02AA02,SOLINJ,100 mg/ml,Cyklokapron®,0.5,AUTO_MAPPED,1303425
73510,Seroxat; Paroxetin; 20 mg; FICOTA,1,,N06AB05,FICOTA,20 mg,Seroxat,0.5,AUTO_MAPPED,722031
73544,Atarax; Hydroxizin; 10 mg; FICOTA,1,,N05BB01,FICOTA,10 mg,Atarax,0.5,AUTO_MAPPED,777221
73551,Atarax; Hydroxizin; 10 mg; FICOTA,1,,N05BB01,FICOTA,10 mg,Atarax,0.5,AUTO_MAPPED,777221
73562,Comfortis; 180 mg; CHETAB,1,,QP53BX03,CHETAB,180 mg,Comfortis,0.5,UNCHECKED,0
73580,STELARA; Ustekinumab; 45 mg; SOIJPS,1,,L04AC05,SOIJPS,45 mg,STELARA,0.5,AUTO_MAPPED,40161532
73587,Doxycyklin Orifarm; Doxycyklin; 100 mg; TABLET,1,,J01AA02,TABLET,100 mg,Doxycyklin Orifarm,0.5,AUTO_MAPPED,1738521
73594,Frontline vet.; 100 mg/ml; SPONSO,1,,QP53AX15,SPONSO,100 mg/ml,Frontline vet.,0.5,UNCHECKED,0
73605,Frontline vet.; 100 mg/ml; SPONSO,1,,QP53AX15,SPONSO,100 mg/ml,Frontline vet.,0.5,UNCHECKED,0
73616,Frontline vet.; 100 mg/ml; SPONSO,1,,QP53AX15,SPONSO,100 mg/ml,Frontline vet.,0.5,UNCHECKED,0
73628,Frontline vet.; 100 mg/ml; SPONSO,1,,QP53AX15,SPONSO,100 mg/ml,Frontline vet.,0.5,UNCHECKED,0
73639,Frontline vet.; 100 mg/ml; SPONSO,1,,QP53AX15,SPONSO,100 mg/ml,Frontline vet.,0.5,UNCHECKED,0
73682,GIOTRIF; 50 mg; FICOTA,1,,L01XE13,FICOTA,50 mg,GIOTRIF,0.5,AUTO_MAPPED,43533090
73718,Vetrimoxin® vet.; 20 mg/g; ORAPAS,1,,QJ01CA04,ORAPAS,20 mg/g,Vetrimoxin® vet.,0.5,UNCHECKED,0
73719,Clindamycin Alternova; Klindamycin; 300 mg; CAPHAR,1,,J01FF01,CAPHAR,300 mg,Clindamycin Alternova,0.5,AUTO_MAPPED,997881
73726,Vetrimoxin® vet.; 150 mg; TABLET,1,,QJ01CA04,TABLET,150 mg,Vetrimoxin® vet.,0.5,UNCHECKED,0
73740,Sumatriptan Arrow; Sumatriptan; 100 mg; TABLET,1,,N02CC01,TABLET,100 mg,Sumatriptan Arrow,0.5,AUTO_MAPPED,1140643
73742,Vetrimoxin® vet.; 150 mg; TABLET,1,,QJ01CA04,TABLET,150 mg,Vetrimoxin® vet.,0.5,UNCHECKED,0
73758,"Candesartan/Hydrochlorothiazide Krka; Kandesartan+hydroklortiazid; 16 mg/12,5 mg; TABLET",131,,C09DA06,TABLET,"16 mg/12,5 mg",Candesartan/Hydrochlorothiazide Krka,0.5,AUTO_MAPPED,1351557
73769,Cialis®; Tadalafil; 20 mg; FICOTA,1,,G04BE08,FICOTA,20 mg,Cialis®,0.5,AUTO_MAPPED,1336926
73778,Flukloxacillin Athlone; Flukloxacillin; 500 mg; CAPHAR,1,,J01CF05,CAPHAR,500 mg,Flukloxacillin Athlone,0.5,AUTO_MAPPED,19054936
73781,Iberogast; ORDRSO,1,,A03,ORDRSO,,Iberogast,0.5,UNCHECKED,0
73783,Vepesid®; Etoposid; 50 mg; CAPSOF,1,,L01CB01,CAPSOF,50 mg,Vepesid®,0.5,AUTO_MAPPED,1350504
73787,Flukloxacillin Athlone; Flukloxacillin; 500 mg; CAPHAR,1,,J01CF05,CAPHAR,500 mg,Flukloxacillin Athlone,0.5,AUTO_MAPPED,19054936
73791,Gambrosol 40 L med 15mg/ml glukos; SOPEDI,1,,B05DA,SOPEDI,,Gambrosol 40 L med 15mg/ml glukos,0.5,UNCHECKED,0
73796,Flukloxacillin Athlone; Flukloxacillin; 500 mg; CAPHAR,1,,J01CF05,CAPHAR,500 mg,Flukloxacillin Athlone,0.5,AUTO_MAPPED,19054936
73798,Voltaren; 140 mg; MEDPAT,1,,M02AA15,MEDPAT,140 mg,Voltaren,0.5,AUTO_MAPPED,1124300
73799,Calciflex-D3 Citron; Kalciumkarbonat + kolekalciferol; 500 mg/400 IE; FICOTA,1,,A12AX,FICOTA,500 mg/400 IE,Calciflex-D3 Citron,0.5,AUTO_MAPPED,19035704
73805,Creon 25000; Pankreatin; GARECH,1,,A09AA02,GARECH,,Creon 25000,0.5,AUTO_MAPPED,926487
73814,Yarvitan; 5 mg/ml; ORASOL,1,,QA08AB90,ORASOL,5 mg/ml,Yarvitan,0.5,UNCHECKED,0
73823,Yarvitan; 5 mg/ml; ORASOL,1,,QA08AB90,ORASOL,5 mg/ml,Yarvitan,0.5,UNCHECKED,0
73832,Yarvitan; 5 mg/ml; ORASOL,1,,QA08AB90,ORASOL,5 mg/ml,Yarvitan,0.5,UNCHECKED,0
73842,ACOMPLIA; Rimonabant; 20 mg; FICOTA,1,,A08AX01,FICOTA,20 mg,ACOMPLIA,0.5,AUTO_MAPPED,21014006
73846,Doxycyklin Orifarm; Doxycyklin; 100 mg; TABLET,1,,J01AA02,TABLET,100 mg,Doxycyklin Orifarm,0.5,AUTO_MAPPED,1738521
73851,Stesolid® novum; 5 mg/ml; EMUINJ,1,,N05BA01,EMUINJ,5 mg/ml,Stesolid® novum,0.5,AUTO_MAPPED,723013
73902,Topiramat Actavis; Topiramat; 25 mg; FICOTA,1,,N03AX11,FICOTA,25 mg,Topiramat Actavis,0.5,AUTO_MAPPED,742267
73913,Topiramat Actavis; Topiramat; 50 mg; FICOTA,1,,N03AX11,FICOTA,50 mg,Topiramat Actavis,0.5,AUTO_MAPPED,742267
73923,"Enalapril Krka; Enalapril; 2,5 mg; TABLET",3727,,C09AA02,TABLET,"2,5 mg",Enalapril Krka,0.5,AUTO_MAPPED,40165767
73925,Topiramat Actavis; Topiramat; 100 mg; FICOTA,1,,N03AX11,FICOTA,100 mg,Topiramat Actavis,0.5,AUTO_MAPPED,742267
73933,"Enalapril Krka; Enalapril; 2,5 mg; TABLET",55531,,C09AA02,TABLET,"2,5 mg",Enalapril Krka,0.5,AUTO_MAPPED,40165767
73936,Topiramat Actavis; 200 mg; FICOTA,1,,N03AX11,FICOTA,200 mg,Topiramat Actavis,0.5,AUTO_MAPPED,742267
