VARUNR,LNAMN,FREQUENCY,TARGET_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_CONCEPT_CLASS_ID
5013,"Nexium, enterotablett 40 mg Orifarm AB",506,904458,Esomeprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
57239,"Aranesp, inj-vätska, lösning, förfylld spruta 80 m",502,46234250,darbepoetin alfa Injection,Clinical Drug Form
194573,"Ezetrol, tablett 10 mg Orifarm AB",502,1526476,ezetimibe 10 MG Oral Tablet,Clinical Drug
501949,"Cardura, Depottablett 8 mg Omnia Läkemedel AB",502,1363087,Doxazosin 8 MG Extended Release Oral Tablet,Clinical Drug
54304,"Insuman Rapid, inj-vätska, lösning 100 IE/ml",501,1596977,"Regular Insulin, Human",Ingredient
140242,"Losartan Medical Valley, filmdragerad tablett 100",501,40185276,Losartan Potassium 100 MG Oral Tablet,Clinical Drug
578074,"Naproxen Bluefish, tablett 500 mg",501,19019273,Naproxen 500 MG Oral Tablet,Clinical Drug
113379,"Inspra, Filmdragerad tablett 50 mg Orifarm AB",500,1309801,eplerenone 50 MG Oral Tablet,Clinical Drug
420117,"Fragmin, inj-vätska, lösning 10000 IE/ml Pfizer AB",500,1301065,Dalteparin,Ingredient
144818,"Asasantin Retard, depotkapsel, hård 200 mg/25 mg O",499,NA,NA,Not Mapped*
525030,"Voltaren, inj-vätska, lösning 25 mg/ml",499,1124300,Diclofenac,Ingredient
551916,"Valsartan Actavis, filmdragerad tablett 160 mg",499,19096678,valsartan 160 MG Oral Tablet,Clinical Drug
108518,"PLETAL, tablett 50 mg",498,NA,NA,Not Mapped*
25212,Glimepirid Alternova tabl 2mg,497,1597772,glimepiride 2 MG Oral Tablet,Clinical Drug
560193,"Capoten tabl 12,5mg",497,19074672,Captopril 12.5 MG Oral Tablet,Clinical Drug
10203,"Aranesp, inj-vätska, lösning, förfylld spruta 500",496,46234250,darbepoetin alfa Injection,Clinical Drug Form
60871,"Irbesartan Teva, Filmdragerad tablett 150 mg",495,19022948,irbesartan 150 MG Oral Tablet,Clinical Drug
94356,"Valsartan Krka, filmdragerad tablett 320 mg",494,19096677,valsartan 320 MG Oral Tablet,Clinical Drug
110923,Nexium enterotabl 40mg EuroPha,492,904458,Esomeprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
381910,"Atorvastatin Ranbaxy, filmdragerad tablett 20 mg",492,19123592,atorvastatin 20 MG Oral Tablet,Clinical Drug
16618,"Physiotens, filmdragerad tablett 0,2 mg",490,19063073,moxonidine 0.2 MG Oral Tablet,Clinical Drug
129291,"Omeprazol Sandoz, enterokapsel, hård 40 mg",490,19023551,Omeprazole 40 MG Delayed Release Oral Capsule,Clinical Drug
3282,Voltaren T tabl 50mg Orifarm,486,40162307,Diclofenac Potassium 50 MG Oral Tablet,Clinical Drug
34562,Glimepirid Krka tabl 2mg,486,1597772,glimepiride 2 MG Oral Tablet,Clinical Drug
427463,"Repaglinide Accord, tablett 1 mg",485,19023424,repaglinide 1 MG Oral Tablet,Clinical Drug
541201,"Transiderm-Nitro, depotplåster 10 mg/24 timmar",484,40071547,Nitroglycerin Transdermal Patch,Clinical Drug Form
117879,"Viskén, tablett 10 mg",482,19019662,Pindolol 10 MG Oral Tablet,Clinical Drug
127964,"Retacrit, inj-vätska, lösning, förfylld spruta 600",482,NA,NA,Not Mapped*
410084,"Triatec tabl  2,5mg Paranova",481,1334461,Ramipril 2.5 MG Oral Tablet,Clinical Drug
487619,"Omestad, Enterokapsel, hård 10 mg",481,923647,Omeprazole 10 MG Delayed Release Oral Capsule,Clinical Drug
14734,"Siduro Retard, depotkapsel, hård 200 mg",480,19080097,Ketoprofen 200 MG Extended Release Oral Capsule,Clinical Drug
50015,"Losartan Krka, filmdragerad tablett 50 mg",479,40185304,Losartan Potassium 50 MG Oral Tablet,Clinical Drug
165942,"Atorvastatin Krka, Filmdragerad tablett 20 mg",479,19123592,atorvastatin 20 MG Oral Tablet,Clinical Drug
469033,"Esomeprazole Ranbaxy, enterotablett 20 mg",479,904457,Esomeprazole 20 MG Delayed Release Oral Tablet,Clinical Drug
14729,"Siduro Retard, depotkapsel, hård 100 mg",478,19134640,Ketoprofen 100 MG Extended Release Oral Capsule,Clinical Drug
428318,Naprosyn tabl  500mg,477,19019273,Naproxen 500 MG Oral Tablet,Clinical Drug
64722,"Bisoprolol Krka, filmdragerad tablett 2,5 mg",474,40166188,Bisoprolol Fumarate 2.5 MG Oral Tablet,Clinical Drug
447243,"CoAprovel, tablett 300 mg/12,5 mg Sanofi AB",474,NA,NA,Not Mapped*
493148,Pravachol tabl 20mg Bristol-My,474,40175394,Pravastatin Sodium 20 MG Oral Tablet,Clinical Drug
599120,"Januvia, filmdragerad tablett 50 mg Orifarm AB",474,19125049,sitagliptin 50 MG Oral Tablet,Clinical Drug
7903,Lipitor tabl 80mg Pfizer,473,1545959,atorvastatin 80 MG Oral Tablet,Clinical Drug
104361,Axagon enterotabl 40mg Orifarm,473,904458,Esomeprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
82488,"Nexium, enterotablett 40 mg Orifarm AB",472,904458,Esomeprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
119229,"Meloxicam Bluefish, tablett 7,5 mg",472,1150351,meloxicam 7.5 MG Oral Tablet,Clinical Drug
495003,"Irbesartan Teva, Filmdragerad tablett 75 mg",472,19022947,irbesartan 75 MG Oral Tablet,Clinical Drug
522959,"Atorvastatin Pfizer, filmdragerad tablett 80 mg",472,1545959,atorvastatin 80 MG Oral Tablet,Clinical Drug
13997,Simvastatin Alternova ta 20mg,470,1539411,Simvastatin 20 MG Oral Tablet,Clinical Drug
28347,"Losartan Medical Valley, filmdragerad tablett 50 m",470,40185304,Losartan Potassium 50 MG Oral Tablet,Clinical Drug
543238,"Simvastatin Brown, filmdragerad tablett 10 mg",470,1539463,Simvastatin 10 MG Oral Tablet,Clinical Drug
183660,"Jext, injektionsvätska, lösning i förfylld injekti",469,1343916,Epinephrine,Ingredient
26751,"Diklofenak Sandoz, enterotablett 25 mg",468,40162335,Diclofenac Sodium 25 MG Delayed Release Oral Tablet,Clinical Drug
96671,"Innohep, inj-vätska, lösning, förfylld spruta 3500",463,1308473,tinzaparin,Ingredient
185411,"Omecat, enterokapsel, hård 20 mg",463,19019418,Omeprazole 20 MG Delayed Release Oral Capsule,Clinical Drug
197005,"Crestor, filmdragerad tablett 10 mg AstraZeneca AB",463,40165245,Rosuvastatin calcium 10 MG Oral Tablet,Clinical Drug
4947,"Aprovel, tablett 300 mg Medartuum AB",462,19022949,irbesartan 300 MG Oral Tablet,Clinical Drug
131151,Nabumeton BMM Pharma tab 500mg,461,1113672,nabumetone 500 MG Oral Tablet,Clinical Drug
545036,"Inspra, filmdragerad tablett 25 mg Cross Pharma AB",461,1309800,eplerenone 25 MG Oral Tablet,Clinical Drug
589207,"Lansoprazol Pensa, Enterokapsel, hård 15 mg",461,929953,lansoprazole 15 MG Delayed Release Oral Capsule,Clinical Drug
322701,Ubidekarenon 8 mg/ml i olivolj,460,40059433,coenzyme Q10 Oral Solution,Clinical Drug Form
37579,"Irbesartan Sandoz, Filmdragerad tablett 75 mg",459,19022947,irbesartan 75 MG Oral Tablet,Clinical Drug
18409,"Carvedilol STADA tab  3,125mg",457,1346990,carvedilol 3.125 MG Oral Tablet,Clinical Drug
409099,"Cardura, depottablett 8 mg Cross Pharma AB",457,1363087,Doxazosin 8 MG Extended Release Oral Tablet,Clinical Drug
13153,"Omeprazol ratiopharm, enterokapsel, hård 20 mg",455,19019418,Omeprazole 20 MG Delayed Release Oral Capsule,Clinical Drug
123187,"Nexium, enterotablett 20 mg Pharmachim AB",455,904457,Esomeprazole 20 MG Delayed Release Oral Tablet,Clinical Drug
37464,"Repaglinid Actavis, Tablett 2 mg",453,19023426,repaglinide 2 MG Oral Tablet,Clinical Drug
165920,"Atorvastatin Krka, Filmdragerad tablett 10 mg",453,1545997,atorvastatin 10 MG Oral Tablet,Clinical Drug
401223,"Irbesartan Aurobindo, tablett 75 mg",453,19022947,irbesartan 75 MG Oral Tablet,Clinical Drug
452209,"Pantoprazole Teva, enterotablett 40 mg",452,19080217,pantoprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
19492,"Avandamet, filmdragerad tablett 2 mg/1000 mg Glaxo",451,NA,NA,Not Mapped*
529449,"Omezolmyl, enterokapsel, hård 40 mg",450,19023551,Omeprazole 40 MG Delayed Release Oral Capsule,Clinical Drug
20871,"Plavix, filmdragerad tablett 75 mg Sanofi AB",449,19075601,clopidogrel 75 MG Oral Tablet,Clinical Drug
101811,"Valsartore Comp, filmdragerad tablett 80 mg/12,5 m",448,NA,NA,Not Mapped*
58067,"Losartan Actavis, filmdragerad tablett 50 mg",447,40185304,Losartan Potassium 50 MG Oral Tablet,Clinical Drug
20316,Pravastatin Ranbaxy tab 20mg,446,40175394,Pravastatin Sodium 20 MG Oral Tablet,Clinical Drug
88520,"Brilique, filmdragerad tablett 90 mg Paranova Läke",446,40241188,Ticagrelor 90 MG Oral Tablet,Clinical Drug
78796,Nexium enterotabl 40mg Cross,444,904458,Esomeprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
17811,"Avandia, filmdragerad tablett 4 mg Paranova Läkeme",443,19079465,rosiglitazone 4 MG Oral Tablet,Clinical Drug
77269,"Naproxen Mylan, tablett 250 mg",443,19019272,Naproxen 250 MG Oral Tablet,Clinical Drug
93634,"Tauxib, filmdragerad tablett 90 mg Orifarm AB",443,19101674,etoricoxib 90 MG Oral Tablet,Clinical Drug
550796,"Lansoprazol Mylan, munsönderfallande tablett 15 mg",443,929924,lansoprazole 15 MG Disintegrating Oral Tablet,Clinical Drug
751027,Omacor kaps 840mg,443,NA,NA,Not Mapped*
28770,"Eprex, inj-vätska, lösning, förfylld spruta 3000 I",442,NA,NA,Not Mapped*
112599,"Minitran, depotplåster 5 mg/24 timmar",441,40071547,Nitroglycerin Transdermal Patch,Clinical Drug Form
125475,"MicardisPlus, tablett 80 mg/25 mg",440,NA,NA,Not Mapped*
126908,"Arcoxia, filmdragerad tablett 90 mg Orifarm AB",440,19101674,etoricoxib 90 MG Oral Tablet,Clinical Drug
87315,"Omeprazol Distriquimica, enterokapsel, hård 40 mg",438,19023551,Omeprazole 40 MG Delayed Release Oral Capsule,Clinical Drug
60188,"Losartan Sandoz, filmdragerad tablett 12,5 mg",437,1367533,Losartan 12.5 MG Oral Tablet,Clinical Drug
449160,"Lanzo, munsönderfallande tablett 30 mg Pharmachim",436,19098167,lansoprazole 30 MG Disintegrating Oral Tablet,Clinical Drug
1155,Aprovel tabl 150mg IVAX,435,19022948,irbesartan 150 MG Oral Tablet,Clinical Drug
371419,"Pantoloc, enterotablett 40 mg Takeda Pharma AB",435,19080217,pantoprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
10804,"Tracleer, filmdragerad tablett 62,5 mg Actelion Ph",434,1321637,bosentan 62.5 MG Oral Tablet,Clinical Drug
87685,"Lansoprazol Teva, Munsönderfallande tablett 15 mg",434,929924,lansoprazole 15 MG Disintegrating Oral Tablet,Clinical Drug
168320,"Cozaar, filmdragerad tablett 100 mg Pharmachim AB",434,40185276,Losartan Potassium 100 MG Oral Tablet,Clinical Drug
459081,"Renitec, tablett 10 mg",434,40165762,Enalapril Maleate 10 MG Oral Tablet,Clinical Drug
35575,"Irbesartan/Hydrochlorothiazide Sandoz, Filmdragera",433,NA,NA,Not Mapped*
780013,"Gutron tabletter 2,5mg",432,40222924,midodrine hydrochloride 2.5 MG Oral Tablet,Clinical Drug
7051,"Enalapril Actavis, tablett 10 mg",431,40165762,Enalapril Maleate 10 MG Oral Tablet,Clinical Drug
591016,"Ranitidin Mylan, filmdragerad tablett 150 mg",431,961050,Ranitidine 150 MG Oral Tablet,Clinical Drug
163324,"Losartan Medical Valley, filmdragerad tablett 12,5",430,1367533,Losartan 12.5 MG Oral Tablet,Clinical Drug
13164,"Omeprazol ratiopharm, enterokapsel, hård 20 mg",429,19019418,Omeprazole 20 MG Delayed Release Oral Capsule,Clinical Drug
39916,"Naprocur, enterotablett 500 mg",429,1115067,Naproxen 500 MG Delayed Release Oral Tablet,Clinical Drug
512095,"Cozaar tabl 12,5mg MSD",428,1367533,Losartan 12.5 MG Oral Tablet,Clinical Drug
571104,"Tavara, filmdragerad tablett 80 mg",428,1545959,atorvastatin 80 MG Oral Tablet,Clinical Drug
21019,"Linatil comp, tablett 20 mg/12,5 mg",426,NA,NA,Not Mapped*
64650,"Simvastatin Ranbaxy, filmdragerad tablett 10 mg",424,1539463,Simvastatin 10 MG Oral Tablet,Clinical Drug
20322,Famotidin STADA tabl 20mg,423,19077241,Famotidine 20 MG Oral Tablet,Clinical Drug
75698,"Zoton, Munsönderfallande tablett 30 mg Orifarm AB",423,19098167,lansoprazole 30 MG Disintegrating Oral Tablet,Clinical Drug
429482,"Omestad, enterokapsel, hård 20 mg",423,19019418,Omeprazole 20 MG Delayed Release Oral Capsule,Clinical Drug
23573,"Karvezide, tablett 150 mg/12,5 mg Orifarm AB",422,NA,NA,Not Mapped*
136122,"Irbesartan Mylan, tablett 150 mg",422,19022948,irbesartan 150 MG Oral Tablet,Clinical Drug
22271,Pravastatin Alternova ta 20mg,420,40175394,Pravastatin Sodium 20 MG Oral Tablet,Clinical Drug
60068,"Metoprolol Sandoz, depottablett 25 mg",420,40167211,metoprolol succinate 25 MG Extended Release Oral Tablet,Clinical Drug
110933,Nexium enterotabl 40mg EuroPha,420,904458,Esomeprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
814297,Catapresan ta 150mkg Boehring,420,1398937,Clonidine,Ingredient
143609,"Janumet, filmdragerad tablett 50 mg/850 mg Merck S",419,NA,NA,Not Mapped*
20795,"Doxazosin STADA, depottablett 4 mg",417,1363086,Doxazosin 4 MG Extended Release Oral Tablet,Clinical Drug
149431,"Cozaar Co ta 100mg/12,5mg Orif",417,NA,NA,Not Mapped*
175065,"Pioglitazone Teva Pharma, tablett 30 mg",417,19079293,pioglitazone 30 MG Oral Tablet,Clinical Drug
19044,Amlodipin Ranbaxy ta  5mg,416,1332419,Amlodipine 5 MG Oral Tablet,Clinical Drug
566588,Blocadren tabl 10mg,416,902430,Timolol 10 MG Oral Tablet,Clinical Drug
24471,"Xefo, filmdragerad tablett 8 mg",414,19101639,lornoxicam 8 MG Oral Tablet,Clinical Drug
13515,Monotard inj susp 100IE/ml Nov,413,1596977,"Regular Insulin, Human",Ingredient
19637,"Lisinopril/Hydr.Copyf 10/12,5",413,NA,NA,Not Mapped*
48355,"Sorbangil, tablett 40 mg",413,19019078,Isosorbide Dinitrate 40 MG Oral Tablet,Clinical Drug
54759,"Insuman Comb 25, inj-vätska, suspension 100 IE/ml",413,1596977,"Regular Insulin, Human",Ingredient
17910,Omeprazol Mylan kaps 10mg,412,923647,Omeprazole 10 MG Delayed Release Oral Capsule,Clinical Drug
192465,"Atorvastatin Actavis, filmdragerad tablett 20 mg",412,19123592,atorvastatin 20 MG Oral Tablet,Clinical Drug
14798,"Simvastatin STADA, filmdragerad tablett 20 mg",411,1539411,Simvastatin 20 MG Oral Tablet,Clinical Drug
566984,"Avandia, filmdragerad tablett 4 mg GlaxoSmithKline",411,19079465,rosiglitazone 4 MG Oral Tablet,Clinical Drug
588859,"Simvastatin Arrow, Filmdragerad tablett 20 mg",411,1539411,Simvastatin 20 MG Oral Tablet,Clinical Drug
66584,"Valsartan Teva, filmdragerad tablett 40 mg",410,1308874,valsartan 40 MG Oral Tablet,Clinical Drug
759845,Sintrom tabl 1mg Licens,410,19060033,Acenocoumarol 1 MG Oral Tablet,Clinical Drug
12310,"Amaryl, tablett 1 mg",409,1597761,glimepiride 1 MG Oral Tablet,Clinical Drug
28747,"Eprex, inj-vätska, lösning, förfylld spruta 1000 I",409,NA,NA,Not Mapped*
551196,"Atorvastatin Ranbaxy, filmdragerad tablett 80 mg",409,1545959,atorvastatin 80 MG Oral Tablet,Clinical Drug
98562,"Suscard, buckaltablett 2,5 mg",408,1362276,Nitroglycerin 2.5 MG,Clinical Drug Comp
471649,Ranitidin Recip brustabl 150mg,408,44818321,Ranitidine 150 MG Effervescent Oral Tablet,Clinical Drug
431530,"Vimovo, tablett med modifierad frisättning 500 mg/",405,NA,NA,Not Mapped*
510186,"Candesartan/Hydrochlorothiazide Teva, tablett 32 m",405,NA,NA,Not Mapped*
146815,"Cardura, depottablett 8 mg Cross Pharma AB",404,1363087,Doxazosin 8 MG Extended Release Oral Tablet,Clinical Drug
200567,"Eskimo-3, oral lösning",404,NA,NA,Not Mapped*
101691,"Adalat Oros, depottablett 20 mg Bayer AB",403,1318887,Nifedipine 20 MG Extended Release Oral Tablet,Clinical Drug
57262,"Aranesp, inj-vätska, lösning, förfylld spruta 100",402,46234250,darbepoetin alfa Injection,Clinical Drug Form
493129,"Valtsu, Filmdragerad tablett 80 mg",402,1308851,valsartan 80 MG Oral Tablet,Clinical Drug
102580,"Esomeprazol Pensa, enterotablett 40 mg",401,904458,Esomeprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
383208,Mobic tabl 15mg Boehringer,400,1150347,meloxicam 15 MG Oral Tablet,Clinical Drug
34944,"Zoton, munsönderfallande tablett 15 mg Cross Pharm",399,929924,lansoprazole 15 MG Disintegrating Oral Tablet,Clinical Drug
5954,"Diovan, filmdragerad tablett 160 mg Novartis Sveri",396,19096678,valsartan 160 MG Oral Tablet,Clinical Drug
3423,"Actos, tablett 15 mg Takeda Pharma AB",395,1525221,pioglitazone 15 MG Oral Tablet,Clinical Drug
447577,"Irbesartan Aurobindo, tablett 300 mg",395,19022949,irbesartan 300 MG Oral Tablet,Clinical Drug
49819,"Irbesartan Ranbaxy, Filmdragerad tablett 300 mg",394,19022949,irbesartan 300 MG Oral Tablet,Clinical Drug
11392,Pravachol tabl 20mg IVAX,393,40175394,Pravastatin Sodium 20 MG Oral Tablet,Clinical Drug
143631,"Janumet, filmdragerad tablett 50 mg/1000 mg Merck",393,NA,NA,Not Mapped*
32499,"Zoton, munsönderfallande tablett 30 mg Cross Pharm",392,19098167,lansoprazole 30 MG Disintegrating Oral Tablet,Clinical Drug
34468,"Efient, filmdragerad tablett 5 mg Eli Lilly Sweden",391,40163724,prasugrel 5 MG Oral Tablet,Clinical Drug
22132,"Inegy, tablett 10 mg/20 mg",390,NA,NA,Not Mapped*
86975,Canef kapsl 20mg,390,1549722,fluvastatin 20 MG,Clinical Drug Comp
55896,"Simvastatin Arrow, Filmdragerad tablett 80 mg",389,19023563,Simvastatin 80 MG Oral Tablet,Clinical Drug
565887,Linatil tabl 20mg,387,40165773,Enalapril Maleate 20 MG Oral Tablet,Clinical Drug
4026,"Enalapril STADA, tablett 5 mg",385,40165789,Enalapril Maleate 5 MG Oral Tablet,Clinical Drug
171463,"Arcoxia, filmdragerad tablett 90 mg Pharmachim AB",385,19101674,etoricoxib 90 MG Oral Tablet,Clinical Drug
563191,"Zarator, filmdragerad tablett 20 mg Orifarm AB",384,19123592,atorvastatin 20 MG Oral Tablet,Clinical Drug
15044,Nexium enterotabl 20mg Paranov,383,904457,Esomeprazole 20 MG Delayed Release Oral Tablet,Clinical Drug
96694,"Innohep, inj-vätska, lösning, förfylld spruta 3500",382,1308473,tinzaparin,Ingredient
495858,"Valsartore Comp, filmdragerad tablett 160 mg/12,5",382,NA,NA,Not Mapped*
14797,"Ramipril HEXAL, tablett 2,5 mg",381,1334461,Ramipril 2.5 MG Oral Tablet,Clinical Drug
63557,"Emconcor, filmdragerad tablett 5 mg Merck AB",381,40162878,Bisoprolol Fumarate 5 MG Oral Tablet,Clinical Drug
43126,"Amlori, tablett 5 mg",380,1332419,Amlodipine 5 MG Oral Tablet,Clinical Drug
60005,"Simvastatin Orion, Filmdragerad tablett 80 mg",380,19023563,Simvastatin 80 MG Oral Tablet,Clinical Drug
127920,"Retacrit, inj-vätska, lösning, förfylld spruta 200",380,NA,NA,Not Mapped*
13520,"Actrapid, inj-vätska, lösning 100 IE/ml",379,1596977,"Regular Insulin, Human",Ingredient
21004,Doxazosin Arrow deptabl 4mg,377,1363086,Doxazosin 4 MG Extended Release Oral Tablet,Clinical Drug
187062,Pepcidin tabl 20mg MSD tryck,377,19077241,Famotidine 20 MG Oral Tablet,Clinical Drug
27476,"Losartan Medical Valley, filmdragerad tablett 12,5",376,1367533,Losartan 12.5 MG Oral Tablet,Clinical Drug
98708,"Losartan/Hydroklortiazid Actavis, filmdragerad tab",376,NA,NA,Not Mapped*
133075,"Glukosamin Ferrosan, filmdragerad tablett 400 mg",376,19132996,Glucosamine hydrochloride 400 MG,Clinical Drug Comp
133075,"Glukosamin Ferrosan, filmdragerad tablett 400 mg",376,1360411,Glucosamine 400 MG,Clinical Drug Comp
574438,"Naprocur, enterotablett 250 mg",376,19008095,Naproxen 250 MG Delayed Release Oral Tablet,Clinical Drug
1573,"Inderal Retard, depotkapsel, hård 80 mg AstraZenec",374,40163356,Propranolol Hydrochloride 80 MG Extended Release Oral Capsule,Clinical Drug
32488,"Zoton, munsönderfallande tablett 30 mg Cross Pharm",373,19098167,lansoprazole 30 MG Disintegrating Oral Tablet,Clinical Drug
51301,"Torasemid Bluefish, tablett 5 mg",373,942385,torsemide 5 MG Oral Tablet,Clinical Drug
104279,"Inexium, enterotablett 40 mg Orifarm AB",373,904458,Esomeprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
15018,Nexium enterotabl 40mg Para,372,904458,Esomeprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
159020,"Atenolol Teva, filmdragerad tablett 50 mg",372,1314008,Atenolol 50 MG Oral Tablet,Clinical Drug
3299,"Inhibace tabl 2,5mg Cross Ph",371,19022242,Cilazapril 2.5 MG Oral Tablet,Clinical Drug
8232,"Aprovel, tablett 300 mg Pharmachim AB",371,19022949,irbesartan 300 MG Oral Tablet,Clinical Drug
13676,"Ranitidin Sandoz, brustablett 150 mg",371,44818321,Ranitidine 150 MG Effervescent Oral Tablet,Clinical Drug
386303,"BYETTA, inj-vätska, lösning, förfylld penna 10 mik",371,46234120,exenatide Pen Injector,Clinical Drug Form
5895,"Pepcid Duo, tuggtablett",370,NA,NA,Not Mapped*
45194,"Ezetrol, tablett 10 mg Pharmachim AB",370,1526476,ezetimibe 10 MG Oral Tablet,Clinical Drug
440378,"Januvia, filmdragerad tablett 50 mg 2care4 ApS",370,19125049,sitagliptin 50 MG Oral Tablet,Clinical Drug
125769,"Irbesartan Mylan, tablett 300 mg",369,19022949,irbesartan 300 MG Oral Tablet,Clinical Drug
107963,"Omeprazol Teva, enterokapsel, hård 10 mg",368,923647,Omeprazole 10 MG Delayed Release Oral Capsule,Clinical Drug
193821,"Calcium-Sandoz, brustablett 500 mg",368,NA,NA,Not Mapped*
41096,"Procoralan, filmdragerad tablett 5 mg Servier Sver",367,46234440,ivabradine 5 MG Oral Tablet,Clinical Drug
56106,"Voltaren T, dragerad tablett 25 mg",367,40162305,Diclofenac Potassium 25 MG Oral Tablet,Clinical Drug
526331,"Valsartan/Hydrochlorothiazide Krka, filmdragerad t",367,NA,NA,Not Mapped*
8254,"Avandia, filmdragerad tablett 4 mg Pharmachim AB",366,19079465,rosiglitazone 4 MG Oral Tablet,Clinical Drug
22729,Norvasc tabl  5mg Medartuum,366,1332419,Amlodipine 5 MG Oral Tablet,Clinical Drug
53736,"Alcosanal, rektalsalva 110 mg/g",366,NA,NA,Not Mapped*
53751,"Alcosanal, suppositorium 200 mg",365,NA,NA,Not Mapped*
381157,"Bisomyl, filmdragerad tablett 2,5 mg",365,40166188,Bisoprolol Fumarate 2.5 MG Oral Tablet,Clinical Drug
144955,"Isoptin Retard, depottablett 240 mg Pharmachim AB",364,40171884,Verapamil hydrochloride 240 MG Extended Release Oral Tablet,Clinical Drug
167829,"Pantoprazol Sandoz, enterotablett 40 mg",364,19080217,pantoprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
81915,Forzaar Comp Forte 100/25mg Cr,363,NA,NA,Not Mapped*
121397,"Tahor, filmdragerad tablett 40 mg Orifarm AB",363,1545996,atorvastatin 40 MG Oral Tablet,Clinical Drug
24382,"Fosinopril Actavis, tablett 20 mg",362,40163760,Fosinopril Sodium 20 MG Oral Tablet,Clinical Drug
114090,Lanzo enterokaps 15mg Wyeth,362,929953,lansoprazole 15 MG Delayed Release Oral Capsule,Clinical Drug
401554,"Pepcid, tablett 10 mg",362,19021074,Famotidine 10 MG Oral Tablet,Clinical Drug
98550,"Atorvastatin Sandoz, Filmdragerad tablett 10 mg",360,1545997,atorvastatin 10 MG Oral Tablet,Clinical Drug
448217,"Doloproct, suppositorium 1 mg/40 mg",358,19055344,Fluocortolone,Ingredient
16830,Lisinopril Copyfarm tabl 20mg,357,19080129,Lisinopril 20 MG Oral Tablet,Clinical Drug
111770,"Amlodipin Orifarm, tablett 5 mg",357,1332419,Amlodipine 5 MG Oral Tablet,Clinical Drug
18302,"Avandia, filmdragerad tablett 4 mg Orifarm AB",356,19079465,rosiglitazone 4 MG Oral Tablet,Clinical Drug
28804,"Eprex, inj-vätska, lösning, förfylld spruta 6000 I",356,NA,NA,Not Mapped*
165617,"Trombyl, tablett 75 mg",356,19004043,Aspirin 75 MG Oral Tablet,Clinical Drug
514597,"Irbesartan Jubilant, filmdragerad tablett 300 mg",356,19022949,irbesartan 300 MG Oral Tablet,Clinical Drug
565861,Linatil tabl 10mg,356,40165762,Enalapril Maleate 10 MG Oral Tablet,Clinical Drug
588241,"Diklofenak T Apofri, filmdragerad tablett 50 mg",356,40162307,Diclofenac Potassium 50 MG Oral Tablet,Clinical Drug
14770,Cozaar tabl  50mg Paranova,355,40185304,Losartan Potassium 50 MG Oral Tablet,Clinical Drug
81588,Pravachol tabl 40mg Bristol-My,355,40175400,Pravastatin Sodium 40 MG Oral Tablet,Clinical Drug
539832,"Diklofenak T Orifarm, filmdragerad tablett 25 mg",355,40162305,Diclofenac Potassium 25 MG Oral Tablet,Clinical Drug
13998,Nexium enterotabl 20mg Medartu,354,904457,Esomeprazole 20 MG Delayed Release Oral Tablet,Clinical Drug
2752,"Innohep, inj-vätska, lösning, förfylld spruta 2000",353,1308473,tinzaparin,Ingredient
92121,"Insuman Basal, inj-vätska, suspension 100 IE/ml",353,1596977,"Regular Insulin, Human",Ingredient
397423,"Januvia, filmdragerad tablett 25 mg 2care4 ApS",353,19125045,sitagliptin 25 MG Oral Tablet,Clinical Drug
539234,"Xarelto, filmdragerad tablett 15 mg Pharmachim AB",353,40244444,rivaroxaban 15 MG Oral Tablet,Clinical Drug
93987,"Losartan Krka, filmdragerad tablett 12,5 mg",352,1367533,Losartan 12.5 MG Oral Tablet,Clinical Drug
577908,"Norvasc, tablett 10 mg Pfizer AB",352,19073093,Amlodipine 10 MG Oral Tablet,Clinical Drug
587477,"Lipanthyl, kapsel, hård 200 mg BGP Products AB",352,1551865,Fenofibrate 200 MG,Clinical Drug Comp
26094,"Simvastatin Mylan, filmdragerad tablett 10 mg",351,1539463,Simvastatin 10 MG Oral Tablet,Clinical Drug
96808,"Innohep, inj-vätska, lösning, förfylld spruta 18 0",351,1308473,tinzaparin,Ingredient
191715,"Valsartan Sandoz, filmdragerad tablett 40 mg",351,1308874,valsartan 40 MG Oral Tablet,Clinical Drug
30588,"Glucomed, tablett 625 mg",350,19129266,Glucosamine 625 MG Oral Tablet,Clinical Drug
87351,"Omeprazol Distriquimica, enterokapsel, hård 10 mg",350,923647,Omeprazole 10 MG Delayed Release Oral Capsule,Clinical Drug
398651,"Trombyl, tablett 160 mg",350,19108857,Aspirin 160 MG,Clinical Drug Comp
552080,"Repaglinid STADA, Tablett 1 mg",350,19023424,repaglinide 1 MG Oral Tablet,Clinical Drug
