source_code,frequency,target_concept_id,target_concept_code,target_concept_name
V5811,3,45756641,V58,Occupant of pick-up truck or van injured in noncollision transport accident
W7599,3,45756321,W75,Accidental suffocation and strangulation in bed
V4690,3,45756568,V46,Car occupant injured in collision with other nonmotor vehicle
V9101,3,45756200,V91,Accident to watercraft causing other injury
V8439,3,45756149,V84,Occupant of special vehicle mainly used in agriculture injured in transport accident
V0191,3,45756133,V01,Pedestrian injured in collision with pedal cycle
X8030,3,45590551,X80,Intentional self-harm by jumping from a high place
X8003,3,45590551,X80,Intentional self-harm by jumping from a high place
W0498,3,45756246,W04,Fall while being carried or supported by other persons causing accidental injury
V8443,3,45756149,V84,Occupant of special vehicle mainly used in agriculture injured in transport accident
Y0440,3,45756471,Y04,Assault by bodily force
W0383,3,45756245,W03,"Other fall on same level due to collision with, or pushing by, another person causing accidental injury"
W6709,3,45756315,W67,Drowning and submersion while in swimming-pool
V099,3,45756176,V09,Pedestrian injured in other and unspecified transport accidents
X0219,3,45756362,X02,Exposure to controlled fire in building or structure as an external cause of morbidity and mortality
W4550,3,45756298,W45,Foreign body or object entering through skin causing accidental injury
V8162,3,45756062,V81,Occupant of railway train or railway vehicle injured in transport accident
V5409,3,45756613,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus
V8440,3,45756149,V84,Occupant of special vehicle mainly used in agriculture injured in transport accident
V6649,3,45756706,V66,Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle
X2351,3,45756382,X23,"Contact with hornets, wasps and bees as an external cause of morbidity and mortality"
V2702,3,45756276,V27,Motorcycle rider injured in collision with fixed or stationary object
Y402,3,45756526,Y40,Adverse effects in the therapeutic use of systemic antibiotics
Y0483,3,45756471,Y04,Assault by bodily force
W1592,3,45585578,W15,Fall from cliff causing accidental injury
V3251,3,45756358,V32,Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle
X7089,3,45571181,X70,"Intentional self-harm by hanging, strangulation and suffocation"
V9448,3,45756230,V94,Other and unspecified water transport accidents
V0609,3,45756175,V06,Pedestrian injured in collision with other nonmotor vehicle
W2374,3,45756261,W23,"Caught, crushed, jammed or pinched in or between objects causing accidental injury"
X7088,3,45571181,X70,"Intentional self-harm by hanging, strangulation and suffocation"
V7858,3,45756056,V78,Bus occupant injured in noncollision transport accident
V2790,3,45756276,V27,Motorcycle rider injured in collision with fixed or stationary object
V8410,3,45756149,V84,Occupant of special vehicle mainly used in agriculture injured in transport accident
W6799,3,45756315,W67,Drowning and submersion while in swimming-pool
W5970,3,45756310,W59,Bitten or crushed by other reptiles
W011,3,45756243,W01,"Fall on same level from slipping, tripping and stumbling causing accidental injury"
X8181,3,45547154,X81,Intentional self-harm by jumping or lying before moving object
V8040,3,45756059,V80,Animal-rider or occupant of animal-drawn vehicle injured in transport accident
X2501,3,45756384,X25,Contact with other specified venomous arthropods as an external cause of morbidity and mortality
V8809,3,45756186,V88,Nontraffic accident of specified type but victim's mode of transport unknown
Y369,3,45566315,Y36,Operations of war
Y2881,3,45756511,Y28,"Contact with sharp object, undetermined intent causing accidental injury"
X4702,3,45756403,X47,Accidental poisoning by and exposure to other gases and vapors
W2964,3,45756282,W29,Contact with other powered hand tools and household machinery causing accidental injury
Y351,3,45600230,Y35,Legal intervention
V9211,3,45756204,V92,Water-transport-related drowning and submersion without accident to watercraft
V4169,3,45756535,V41,Car occupant injured in collision with pedal cycle
V6409,3,45756694,V64,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus
W4919,3,45756300,W49,Exposure to other and unspecified inanimate mechanical forces causing accidental injury
W17,3,45756255,W17,Other fall from one level to another causing accidental injury
V3841,3,45756495,V38,Occupant of three-wheeled motor vehicle injured in noncollision transport accident
W1598,3,45585578,W15,Fall from cliff causing accidental injury
V6472,3,45756694,V64,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus
W1313,3,45756253,W13,"Fall from, out of or through building or structure causing accidental injury"
W4460,3,45756297,W44,Foreign body entering into or through eye or natural orifice causing accidental injury
W000,3,45756242,W00,Fall on same level involving ice and snow causing accidental injury
W5930,3,45756310,W59,Bitten or crushed by other reptiles
X0304,3,45756363,X03,"Exposure to controlled fire, not in building or structure as an external cause of morbidity and mortality"
W0491,3,45756246,W04,Fall while being carried or supported by other persons causing accidental injury
V9481,3,45756230,V94,Other and unspecified water transport accidents
V4922,3,45756572,V49,Car occupant injured in other and unspecified transport accidents
X6414,3,45756443,X64,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"
W0060,3,45756242,W00,Fall on same level involving ice and snow causing accidental injury
W3599,3,45756288,W35,Explosion and rupture of boiler causing accidental injury
W6583,3,45756313,W65,Drowning and submersion while in bath-tub
V8562,3,45756155,V85,Occupant of special construction vehicle injured in transport accident
V6804,3,45755987,V68,Occupant of heavy transport vehicle injured in noncollision transport accident
X5842,3,45756411,X58,Exposure to other specified factors as an external cause of morbidity and mortality
V4931,3,45756572,V49,Car occupant injured in other and unspecified transport accidents
V8491,3,45756149,V84,Occupant of special vehicle mainly used in agriculture injured in transport accident
X8209,3,45756452,X82,Intentional self-harm by crashing of motor vehicle
W5133,3,45756302,W51,Striking against or bumped into by another person
Y3441,3,45756517,Y34,"Unspecified event, undetermined intent causing accidental injury"
W4442,2,45756297,W44,Foreign body entering into or through eye or natural orifice causing accidental injury
W6433,2,45756312,W64,Exposure to other and unspecified animate mechanical forces
W6434,2,45756312,W64,Exposure to other and unspecified animate mechanical forces
V9441,2,45756230,V94,Other and unspecified water transport accidents
V9443,2,45756230,V94,Other and unspecified water transport accidents
X4290,2,45756398,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"
X4293,2,45756398,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"
V9400,2,45756230,V94,Other and unspecified water transport accidents
X4222,2,45756398,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"
V9489,2,45756230,V94,Other and unspecified water transport accidents
W3048,2,45756283,W30,Contact with agricultural machinery causing accidental injury
X4388,2,45756399,X43,Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system
X4303,2,45756399,X43,Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system
X4398,2,45756399,X43,Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system
W1384,2,45756253,W13,"Fall from, out of or through building or structure causing accidental injury"
W6509,2,45756313,W65,Drowning and submersion while in bath-tub
W6562,2,45756313,W65,Drowning and submersion while in bath-tub
W2471,2,45756277,W24,"Contact with lifting and transmission devices, not elsewhere classified causing accidental injury"
V7811,2,45756056,V78,Bus occupant injured in noncollision transport accident
V7840,2,45756056,V78,Bus occupant injured in noncollision transport accident
X4494,2,45756400,X44,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"
V7814,2,45756056,V78,Bus occupant injured in noncollision transport accident
X4423,2,45756400,X44,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"
X4444,2,45756400,X44,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"
X4468,2,45756400,X44,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"
X449,2,45756400,X44,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"
X4402,2,45756400,X44,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"
V7854,2,45756056,V78,Bus occupant injured in noncollision transport accident
X4458,2,45756400,X44,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"
X4493,2,45756400,X44,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"
V7891,2,45756056,V78,Bus occupant injured in noncollision transport accident
W6738,2,45756315,W67,Drowning and submersion while in swimming-pool
V7801,2,45756056,V78,Bus occupant injured in noncollision transport accident
W1310,2,45756253,W13,"Fall from, out of or through building or structure causing accidental injury"
W6700,2,45756315,W67,Drowning and submersion while in swimming-pool
V7719,2,45756044,V77,Bus occupant injured in collision with fixed or stationary object
X4581,2,45756401,X45,Accidental poisoning by and exposure to alcohol
V7764,2,45756044,V77,Bus occupant injured in collision with fixed or stationary object
X45,2,45756401,X45,Accidental poisoning by and exposure to alcohol
X4508,2,45756401,X45,Accidental poisoning by and exposure to alcohol
X4549,2,45756401,X45,Accidental poisoning by and exposure to alcohol
X4539,2,45756401,X45,Accidental poisoning by and exposure to alcohol
X4519,2,45756401,X45,Accidental poisoning by and exposure to alcohol
X4672,2,45756402,X46,Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapors
X4690,2,45756402,X46,Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapors
W6990,2,45756317,W69,Drowning and submersion while in natural water
W3291,2,45756285,W32,Handgun discharge causing accidental injury
X4601,2,45756402,X46,Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapors
X4602,2,45756402,X46,Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapors
X4612,2,45756402,X46,Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapors
X4722,2,45756403,X47,Accidental poisoning by and exposure to other gases and vapors
W45,2,45756298,W45,Foreign body or object entering through skin causing accidental injury
W1764,2,45756255,W17,Other fall from one level to another causing accidental injury
V7658,2,45756036,V76,Bus occupant injured in collision with other nonmotor vehicle
W7001,2,45756318,W70,Drowning and submersion following fall into natural water
X4769,2,45756403,X47,Accidental poisoning by and exposure to other gases and vapors
W1324,2,45756253,W13,"Fall from, out of or through building or structure causing accidental injury"
W1363,2,45756253,W13,"Fall from, out of or through building or structure causing accidental injury"
W7069,2,45756318,W70,Drowning and submersion following fall into natural water
W1368,2,45756253,W13,"Fall from, out of or through building or structure causing accidental injury"
V7600,2,45756036,V76,Bus occupant injured in collision with other nonmotor vehicle
X4712,2,45756403,X47,Accidental poisoning by and exposure to other gases and vapors
V7649,2,45756036,V76,Bus occupant injured in collision with other nonmotor vehicle
X4732,2,45756403,X47,Accidental poisoning by and exposure to other gases and vapors
W1351,2,45756253,W13,"Fall from, out of or through building or structure causing accidental injury"
X4758,2,45756403,X47,Accidental poisoning by and exposure to other gases and vapors
X4782,2,45756403,X47,Accidental poisoning by and exposure to other gases and vapors
V0401,2,45756136,V04,Pedestrian injured in collision with heavy transport vehicle or bus
W2961,2,45756282,W29,Contact with other powered hand tools and household machinery causing accidental injury
X4862,2,45756404,X48,Accidental poisoning by and exposure to pesticides
X4892,2,45756404,X48,Accidental poisoning by and exposure to pesticides
X4872,2,45756404,X48,Accidental poisoning by and exposure to pesticides
V9419,2,45756230,V94,Other and unspecified water transport accidents
X4801,2,45756404,X48,Accidental poisoning by and exposure to pesticides
X4994,2,45756405,X49,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances
W7401,2,45756320,W74,Unspecified drowning and submersion
W7483,2,45756320,W74,Unspecified drowning and submersion
W4510,2,45756298,W45,Foreign body or object entering through skin causing accidental injury
W4561,2,45756298,W45,Foreign body or object entering through skin causing accidental injury
X4972,2,45756405,X49,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances
V7452,2,45756021,V74,Bus occupant injured in collision with heavy transport vehicle or bus
W3209,2,45756285,W32,Handgun discharge causing accidental injury
W2490,2,45756277,W24,"Contact with lifting and transmission devices, not elsewhere classified causing accidental injury"
W7500,2,45756321,W75,Accidental suffocation and strangulation in bed
V7460,2,45756021,V74,Bus occupant injured in collision with heavy transport vehicle or bus
V7342,2,45756016,V73,"Bus occupant injured in collision with car, pick-up truck or van"
X4920,2,45756405,X49,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances
W4558,2,45756298,W45,Foreign body or object entering through skin causing accidental injury
W7808,2,45756324,W78,Inhalation of gastric contents as an external cause of morbidity and mortality
W4554,2,45756298,W45,Foreign body or object entering through skin causing accidental injury
V7310,2,45756016,V73,"Bus occupant injured in collision with car, pick-up truck or van"
V7351,2,45756016,V73,"Bus occupant injured in collision with car, pick-up truck or van"
X4949,2,45756405,X49,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances
V7300,2,45756016,V73,"Bus occupant injured in collision with car, pick-up truck or van"
W4520,2,45756298,W45,Foreign body or object entering through skin causing accidental injury
X506,2,45756406,X50,Overexertion and strenuous or repetitive movements as an external cause of morbidity and mortality
V7344,2,45756016,V73,"Bus occupant injured in collision with car, pick-up truck or van"
W4514,2,45756298,W45,Foreign body or object entering through skin causing accidental injury
V7261,2,45756002,V72,Bus occupant injured in collision with two- or three-wheeled motor vehicle
W7803,2,45756324,W78,Inhalation of gastric contents as an external cause of morbidity and mortality
W7828,2,45756324,W78,Inhalation of gastric contents as an external cause of morbidity and mortality
W7829,2,45756324,W78,Inhalation of gastric contents as an external cause of morbidity and mortality
W7814,2,45756324,W78,Inhalation of gastric contents as an external cause of morbidity and mortality
W4553,2,45756298,W45,Foreign body or object entering through skin causing accidental injury
V7064,2,45755990,V70,Bus occupant injured in collision with pedestrian or animal
V7060,2,45755990,V70,Bus occupant injured in collision with pedestrian or animal
V7019,2,45755990,V70,Bus occupant injured in collision with pedestrian or animal
X5063,2,45756406,X50,Overexertion and strenuous or repetitive movements as an external cause of morbidity and mortality
W7928,2,45756325,W79,Inhalation and ingestion of food causing obstruction of respiratory tract as an external cause of morbidity and mortality
X5060,2,45756406,X50,Overexertion and strenuous or repetitive movements as an external cause of morbidity and mortality
W7911,2,45756325,W79,Inhalation and ingestion of food causing obstruction of respiratory tract as an external cause of morbidity and mortality
W3342,2,45756286,W33,"Rifle, shotgun and larger firearm discharge causing accidental injury"
X5074,2,45756406,X50,Overexertion and strenuous or repetitive movements as an external cause of morbidity and mortality
V6892,2,45755987,V68,Occupant of heavy transport vehicle injured in noncollision transport accident
V6833,2,45755987,V68,Occupant of heavy transport vehicle injured in noncollision transport accident
V6843,2,45755987,V68,Occupant of heavy transport vehicle injured in noncollision transport accident
V6808,2,45755987,V68,Occupant of heavy transport vehicle injured in noncollision transport accident
V6829,2,45755987,V68,Occupant of heavy transport vehicle injured in noncollision transport accident
W3398,2,45756286,W33,"Rifle, shotgun and larger firearm discharge causing accidental injury"
X5183,2,45756407,X51,Travel and motion as an external cause of morbidity and mortality
X5148,2,45756407,X51,Travel and motion as an external cause of morbidity and mortality
X5130,2,45756407,X51,Travel and motion as an external cause of morbidity and mortality
V9350,2,45756210,V93,"Accident on board watercraft without accident to watercraft, not causing drowning and submersion"
W4612,2,45756299,W46,Contact with hypodermic needle
X5108,2,45756407,X51,Travel and motion as an external cause of morbidity and mortality
X5299,2,45604951,X52,Prolonged stay in weightless environment as an external cause of morbidity and mortality
X5388,2,45756408,X53,Lack of food as an external cause of morbidity and mortality
X5300,2,45756408,X53,Lack of food as an external cause of morbidity and mortality
X5409,2,45756409,X54,Lack of water as an external cause of morbidity and mortality
W8083,2,45756326,W80,Inhalation and ingestion of other objects causing obstruction of respiratory tract as an external cause of morbidity and mortality
W1264,2,45756252,W12,Fall on and from scaffolding causing accidental injury
X5759,2,45756410,X57,Unspecified privation as an external cause of morbidity and mortality
V0491,2,45756136,V04,Pedestrian injured in collision with heavy transport vehicle or bus
V9340,2,45756210,V93,"Accident on board watercraft without accident to watercraft, not causing drowning and submersion"
X5782,2,45756410,X57,Unspecified privation as an external cause of morbidity and mortality
X5780,2,45756410,X57,Unspecified privation as an external cause of morbidity and mortality
W3372,2,45756286,W33,"Rifle, shotgun and larger firearm discharge causing accidental injury"
W8023,2,45756326,W80,Inhalation and ingestion of other objects causing obstruction of respiratory tract as an external cause of morbidity and mortality
X5729,2,45756410,X57,Unspecified privation as an external cause of morbidity and mortality
W4692,2,45756299,W46,Contact with hypodermic needle
V9298,2,45756204,V92,Water-transport-related drowning and submersion without accident to watercraft
W2364,2,45756261,W23,"Caught, crushed, jammed or pinched in or between objects causing accidental injury"
W4602,2,45756299,W46,Contact with hypodermic needle
W4672,2,45756299,W46,Contact with hypodermic needle
V67X,2,45756714,V67,Occupant of heavy transport vehicle injured in collision with fixed or stationary object
V6768,2,45756714,V67,Occupant of heavy transport vehicle injured in collision with fixed or stationary object
V6792,2,45756714,V67,Occupant of heavy transport vehicle injured in collision with fixed or stationary object
V6749,2,45756714,V67,Occupant of heavy transport vehicle injured in collision with fixed or stationary object
V6700,2,45756714,V67,Occupant of heavy transport vehicle injured in collision with fixed or stationary object
X5860,2,45756411,X58,Exposure to other specified factors as an external cause of morbidity and mortality
W4604,2,45756299,W46,Contact with hypodermic needle
V6559,2,45756698,V65,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle
X5811,2,45756411,X58,Exposure to other specified factors as an external cause of morbidity and mortality
V6404,2,45756694,V64,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus
W1230,2,45756252,W12,Fall on and from scaffolding causing accidental injury
W8149,2,45756327,W81,Confined to or trapped in a low-oxygen environment as an external cause of morbidity and mortality
W3383,2,45756286,W33,"Rifle, shotgun and larger firearm discharge causing accidental injury"
W810,2,45756327,W81,Confined to or trapped in a low-oxygen environment as an external cause of morbidity and mortality
W1274,2,45756252,W12,Fall on and from scaffolding causing accidental injury
V6440,2,45756694,V64,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus
W8380,2,45756328,W83,Other specified threats to breathing as an external cause of morbidity and mortality
V6358,2,45756679,V63,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van"
W8313,2,45756328,W83,Other specified threats to breathing as an external cause of morbidity and mortality
W8319,2,45756328,W83,Other specified threats to breathing as an external cause of morbidity and mortality
X5879,2,45756411,X58,Exposure to other specified factors as an external cause of morbidity and mortality
W8309,2,45756328,W83,Other specified threats to breathing as an external cause of morbidity and mortality
W3308,2,45756286,W33,"Rifle, shotgun and larger firearm discharge causing accidental injury"
W1270,2,45756252,W12,Fall on and from scaffolding causing accidental injury
V6220,2,45756670,V62,Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle
V6299,2,45756670,V62,Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle
X5844,2,45756411,X58,Exposure to other specified factors as an external cause of morbidity and mortality
V6209,2,45756670,V62,Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle
W1239,2,45756252,W12,Fall on and from scaffolding causing accidental injury
W4979,2,45756300,W49,Exposure to other and unspecified inanimate mechanical forces causing accidental injury
V6120,2,45756661,V61,Occupant of heavy transport vehicle injured in collision with pedal cycle
V6199,2,45756661,V61,Occupant of heavy transport vehicle injured in collision with pedal cycle
X5873,2,45756411,X58,Exposure to other specified factors as an external cause of morbidity and mortality
W1151,2,45756251,W11,Fall on and from ladder causing accidental injury
W8403,2,45756329,W84,Unspecified threat to breathing as an external cause of morbidity and mortality
W8470,2,45756329,W84,Unspecified threat to breathing as an external cause of morbidity and mortality
V6000,2,45756653,V60,Occupant of heavy transport vehicle injured in collision with pedestrian or animal
W4942,2,45756300,W49,Exposure to other and unspecified inanimate mechanical forces causing accidental injury
W8402,2,45756329,W84,Unspecified threat to breathing as an external cause of morbidity and mortality
V5932,2,45756651,V59,Occupant of pick-up truck or van injured in other and unspecified transport accidents
V5901,2,45756651,V59,Occupant of pick-up truck or van injured in other and unspecified transport accidents
V5900,2,45756651,V59,Occupant of pick-up truck or van injured in other and unspecified transport accidents
V5992,2,45756651,V59,Occupant of pick-up truck or van injured in other and unspecified transport accidents
W3452,2,45756287,W34,Discharge from other and unspecified firearms causing accidental injury
X5944,2,45756412,X59,Exposure to unspecified factor as an external cause of morbidity and mortality
V5940,2,45756651,V59,Occupant of pick-up truck or van injured in other and unspecified transport accidents
W8558,2,45756330,W85,Exposure to electric transmission lines as an external cause of morbidity and mortality
X5958,2,45756412,X59,Exposure to unspecified factor as an external cause of morbidity and mortality
V5950,2,45756651,V59,Occupant of pick-up truck or van injured in other and unspecified transport accidents
W1133,2,45756251,W11,Fall on and from ladder causing accidental injury
X5972,2,45756412,X59,Exposure to unspecified factor as an external cause of morbidity and mortality
V5909,2,45756651,V59,Occupant of pick-up truck or van injured in other and unspecified transport accidents
V5852,2,45756641,V58,Occupant of pick-up truck or van injured in noncollision transport accident
W179,2,45756255,W17,Other fall from one level to another causing accidental injury
V5823,2,45756641,V58,Occupant of pick-up truck or van injured in noncollision transport accident
W4983,2,45756300,W49,Exposure to other and unspecified inanimate mechanical forces causing accidental injury
W3471,2,45756287,W34,Discharge from other and unspecified firearms causing accidental injury
W8681,2,45756331,W86,Exposure to other specified electric current as an external cause of morbidity and mortality
V5769,2,45756640,V57,Occupant of pick-up truck or van injured in collision with fixed or stationary object
W110,2,45756251,W11,Fall on and from ladder causing accidental injury
X600,2,45756440,X60,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"
X6002,2,45756440,X60,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"
X6088,2,45756440,X60,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"
V5709,2,45756640,V57,Occupant of pick-up truck or van injured in collision with fixed or stationary object
V5759,2,45756640,V57,Occupant of pick-up truck or van injured in collision with fixed or stationary object
W8683,2,45756331,W86,Exposure to other specified electric current as an external cause of morbidity and mortality
X6089,2,45756440,X60,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"
W1128,2,45756251,W11,Fall on and from ladder causing accidental injury
X6011,2,45756440,X60,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"
X6061,2,45756440,X60,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"
X6020,2,45756440,X60,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"
X6120,2,45600199,X61,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"
W2948,2,45756282,W29,Contact with other powered hand tools and household machinery causing accidental injury
W8689,2,45756331,W86,Exposure to other specified electric current as an external cause of morbidity and mortality
W4911,2,45756300,W49,Exposure to other and unspecified inanimate mechanical forces causing accidental injury
W4913,2,45756300,W49,Exposure to other and unspecified inanimate mechanical forces causing accidental injury
V9200,2,45756204,V92,Water-transport-related drowning and submersion without accident to watercraft
X6140,2,45600199,X61,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"
X6159,2,45600199,X61,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"
V9202,2,45756204,V92,Water-transport-related drowning and submersion without accident to watercraft
W8672,2,45756331,W86,Exposure to other specified electric current as an external cause of morbidity and mortality
W3491,2,45756287,W34,Discharge from other and unspecified firearms causing accidental injury
V9140,2,45756200,V91,Accident to watercraft causing other injury
X6203,2,45756441,X62,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"
W8693,2,45756331,W86,Exposure to other specified electric current as an external cause of morbidity and mortality
W3488,2,45756287,W34,Discharge from other and unspecified firearms causing accidental injury
X62,2,45756441,X62,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"
W4954,2,45756300,W49,Exposure to other and unspecified inanimate mechanical forces causing accidental injury
W3019,2,45756283,W30,Contact with agricultural machinery causing accidental injury
W1064,2,45756250,W10,Fall on and from stairs and steps causing accidental injury
W2152,2,45756259,W21,Striking against or struck by sports equipment causing accidental injury
X6308,2,45756442,X63,Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system
W8791,2,45756332,W87,Exposure to unspecified electric current as an external cause of morbidity and mortality
X6318,2,45756442,X63,Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system
W8769,2,45756332,W87,Exposure to unspecified electric current as an external cause of morbidity and mortality
W8753,2,45756332,W87,Exposure to unspecified electric current as an external cause of morbidity and mortality
V5349,2,45756608,V53,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van"
V5249,2,45756600,V52,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle
X6443,2,45756443,X64,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"
X6442,2,45756443,X64,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"
W4924,2,45756300,W49,Exposure to other and unspecified inanimate mechanical forces causing accidental injury
X6483,2,45756443,X64,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"
V5109,2,45756591,V51,Occupant of pick-up truck or van injured in collision with pedal cycle
V08CA,2,,,
V9125,2,45756200,V91,Accident to watercraft causing other injury
V9133,2,45756200,V91,Accident to watercraft causing other injury
W3411,2,45756287,W34,Discharge from other and unspecified firearms causing accidental injury
V5199,2,45756591,V51,Occupant of pick-up truck or van injured in collision with pedal cycle
W4922,2,45756300,W49,Exposure to other and unspecified inanimate mechanical forces causing accidental injury
W8830,2,45590509,W88,Exposure to ionizing radiation as an external cause of morbidity and mortality
X6502,2,45756444,X65,Intentional self-poisoning by and exposure to alcohol
V5091,2,45756576,V50,Occupant of pick-up truck or van injured in collision with pedestrian or animal
X6519,2,45756444,X65,Intentional self-poisoning by and exposure to alcohol
W5033,2,45756301,W50,"Hit, struck, kicked, twisted, bitten or scratched by another person"
V5059,2,45756576,V50,Occupant of pick-up truck or van injured in collision with pedestrian or animal
W3022,2,45756283,W30,Contact with agricultural machinery causing accidental injury
W0980,2,45756249,W09,Fall involving playground equipment causing accidental injury
W0982,2,45756249,W09,Fall involving playground equipment causing accidental injury
V1058,2,45756177,V10,Pedal cyclist injured in collision with pedestrian or animal
X6588,2,45756444,X65,Intentional self-poisoning by and exposure to alcohol
X65,2,45756444,X65,Intentional self-poisoning by and exposure to alcohol
W8824,2,45590509,W88,Exposure to ionizing radiation as an external cause of morbidity and mortality
X659,2,45756444,X65,Intentional self-poisoning by and exposure to alcohol
W8859,2,45590509,W88,Exposure to ionizing radiation as an external cause of morbidity and mortality
V9122,2,45756200,V91,Accident to watercraft causing other injury
W8858,2,45590509,W88,Exposure to ionizing radiation as an external cause of morbidity and mortality
W3031,2,45756283,W30,Contact with agricultural machinery causing accidental injury
W509,2,45756301,W50,"Hit, struck, kicked, twisted, bitten or scratched by another person"
X6649,2,45756445,X66,Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapors
W0962,2,45756249,W09,Fall involving playground equipment causing accidental injury
X6600,2,45756445,X66,Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapors
V49,2,45756572,V49,Car occupant injured in other and unspecified transport accidents
V03AB,2,45756135,V03,"Pedestrian injured in collision with car, pick-up truck or van"
V4932,2,45756572,V49,Car occupant injured in other and unspecified transport accidents
W5053,2,45756301,W50,"Hit, struck, kicked, twisted, bitten or scratched by another person"
X6704,2,45604952,X67,Intentional self-poisoning by and exposure to other gases and vapors
W5058,2,45756301,W50,"Hit, struck, kicked, twisted, bitten or scratched by another person"
X6708,2,45604952,X67,Intentional self-poisoning by and exposure to other gases and vapors
X6899,2,45756446,X68,Intentional self-poisoning by and exposure to pesticides
W3404,2,45756287,W34,Discharge from other and unspecified firearms causing accidental injury
V1043,2,45756177,V10,Pedal cyclist injured in collision with pedestrian or animal
W8901,2,45756333,W89,Exposure to man-made visible and ultraviolet light as an external cause of morbidity and mortality
W8908,2,45756333,W89,Exposure to man-made visible and ultraviolet light as an external cause of morbidity and mortality
W5062,2,45756301,W50,"Hit, struck, kicked, twisted, bitten or scratched by another person"
W89,2,45756333,W89,Exposure to man-made visible and ultraviolet light as an external cause of morbidity and mortality
X6901,2,45585661,X69,Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances
X6988,2,45585661,X69,Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances
