source_code,frequency,intermediate_concept_id,intermediate_code,intermediate_name,intermediate_vocabulary,target_concept_id,target_code,target_name,target_vocabulary,domain_id
Z91-P,47,45542488,Z91,"Personal history of risk-factors, not elsewhere classified",ICD10 Hierarchy,4214956,417662000,History of clinical finding in subject,SNOMED,Observation
Z972,47,45542503,Z97.2,Presence of dental prosthetic device (complete) (partial),ICD10 code,4150307,278545001,Dental restoration finding,SNOMED,Condition
F818,47,45542868,F81.8,Other developmental disorders of scholastic skills,ICD10 code,440382,161129001,Learning difficulties,SNOMED,Condition
A389,47,45552176,A38,Scarlet fever,ICD10 code,141213,30242009,Scarlet fever,SNOMED,Condition
B350B,47,45552218,B35.0,Tinea barbae and tinea capitis,ICD10 code,141508,266148000,Dermatophytosis of scalp or beard,SNOMED,Condition
E728,47,45552409,E72.8,Other specified disorders of amino-acid metabolism,ICD10 code,441827,237911005,Disorder of amino acid and organic acid metabolism,SNOMED,Condition
Q134,47,45553662,Q13.4,Other congenital corneal malformations,ICD10 code,443206,251729009,Congenital malformation of angle of anterior chamber of eye,SNOMED,Condition
G040,47,45557223,G04.0,Acute disseminated encephalitis,ICD10 code,374021,83942000,Acute disseminated encephalomyelitis,SNOMED,Condition
G404A,47,45557231,G40.4,Other generalized epilepsy and epileptic syndromes,ICD10 code,374924,65120008,Generalized convulsive epilepsy,SNOMED,Condition
S297,47,45558788,S29.7,Multiple injuries of thorax,ICD10 code,4062393,212487005,Multiple injuries of thorax,SNOMED,Condition
R234W,47,45563295,R23.4,Changes in skin texture,ICD10 code,140842,274672009,Changes in skin texture,SNOMED,Condition
D293,47,45566678,D29.3,Benign neoplasm of epididymis,ICD10 code,73723,92088003,Benign neoplasm of epididymis,SNOMED,Condition
Q898,47,45568100,Q89.8,Other specified congenital malformations,ICD10 code,440508,66091009,Congenital disease,SNOMED,Condition
R948,47,45568159,R94.8,Abnormal results of function studies of other organs and systems,ICD10 code,4276675,64777005,Physiologic measurement,SNOMED,Measurement
T861B,47,45570776,T86.1,Kidney transplant failure and rejection,ICD10 code,4309006,213150003,Kidney transplant failure and rejection,SNOMED,Condition
M144,47,45572370,M14.4,Arthropathy in amyloidosis,ICD10 code,4029600,237876008,Arthritis secondary to amyloidosis,SNOMED,Condition
R849,47,45573044,R84.9,"Abnormal findings in specimens from respiratory organs and thorax, unspecified abnormal finding",ICD10 code,4149530,268925001,Examination of respiratory system,SNOMED,Procedure
S3641,47,45573468,S36.4,Injury of small intestine,ICD10 code,4053591,125627008,Injury of small intestine,SNOMED,Condition
A157,47,45576231,A15.7,"Primary respiratory tuberculosis, confirmed bacteriologically and histologically",ICD10 code,4091166,186201000,"Primary respiratory tuberculosis, confirmed bacteriologically and histologically",SNOMED,Condition
L138B,47,45577029,L13.8,Other specified bullous disorders,ICD10 code,137944,7231009,Bullous dermatosis,SNOMED,Condition
O318,47,45582481,O31.8,Other complications specific to multiple gestation,ICD10 code,4063158,199305006,Complications specific to multiple gestation,SNOMED,Condition
J22-P,47,45586665,J22,Unspecified acute lower respiratory infection,ICD10 code,4307774,195742007,Acute lower respiratory tract infection,SNOMED,Condition
I6091,47,45591472,I60.9,"Subarachnoid hemorrhage, unspecified",ICD10 code,432923,21454007,Subarachnoid hemorrhage,SNOMED,Condition
L951,47,45591657,L95.1,Erythema elevatum diutinum,ICD10 code,4242593,58872001,Erythema elevatum diutinum,SNOMED,Condition
P599,47,45592337,P59.9,"Neonatal jaundice, unspecified",ICD10 code,4173180,276549000,Newborn physiological jaundice,SNOMED,Condition
T006,47,45594351,T00.6,Superficial injuries involving multiple regions of upper limb(s) with lower limb(s),ICD10 code,4056004,211470006,Superficial injuries involving multiple regions of upper limb(s) with lower limb(s),SNOMED,Condition
D811,47,45595780,D81.1,Severe combined immunodeficiency [SCID] with low T- and B-cell numbers,ICD10 code,4100976,190997006,Severe combined immunodeficiency with low T- and B-cell numbers,SNOMED,Condition
M612,47,45596614,M61.2,Paralytic calcification and ossification of muscle,ICD10 code,,,,,
P350,47,45597076,P35.0,Congenital rubella syndrome,ICD10 code,433869,1857005,Congenital rubella syndrome,SNOMED,Condition
Q369,47,45597123,Q36.9,"Cleft lip, unilateral",ICD10 code,133861,80281008,Cleft lip,SNOMED,Condition
S110,47,45602151,S11.0,Open wound involving larynx and trachea,ICD10 code,4153739,269167000,Open wound of larynx and trachea,SNOMED,Condition
T039,47,45604010,T03.9,"Multiple dislocations, sprains and strains, unspecified",ICD10 code,81983,287096003,Multiple dislocations,SNOMED,Condition
T880,47,45604593,T88.0,Infection following immunization,ICD10 code,4309924,213317006,Infection following immunization,SNOMED,Condition
L235C,47,45605980,L23.5,Allergic contact dermatitis due to other chemical products,ICD10 code,,,,,
272C,47,,,,,,,,,
627B,47,,,,,,,,,
820C,47,,,,,,,,,
K433A,46,45533593,K43.3,"Parastomal hernia with obstruction, without gangrene",ICD10 code,4057656,196885001,Obstructed epigastric hernia,SNOMED,Condition
M240F,46,45533792,M24.0,Loose body in joint,ICD10 code,79104,2775001,Loose body in joint,SNOMED,Condition
Z301P,46,45537626,Z30.1,Insertion of (intrauterine) contraceptive device,ICD10 code,4275113,65200003,Insertion of intrauterine contraceptive device,SNOMED,Procedure
B202,46,45537755,B20.2,HIV disease resulting in cytomegaloviral disease,ICD10 code,,,,,
G110,46,45538097,G11.0,Congenital nonprogressive ataxia,ICD10 code,4133223,278509004,Congenital non-progressive ataxia,SNOMED,Condition
O924,46,45539215,O92.4,Hypogalactia,ICD10 code,4062551,199004,Decreased lactation,SNOMED,Condition
D373B,46,45542698,D37.3,Neoplasm of uncertain or unknown behavior of appendix,ICD10 code,4314207,94744004,Neoplasm of uncertain behavior of appendix,SNOMED,Condition
K716,46,45543336,K71.6,"Toxic liver disease with hepatitis, not elsewhere classified",ICD10 code,4055223,197352008,Toxic hepatitis,SNOMED,Condition
D015,46,45547564,D01.5,"Carcinoma in situ of liver, gallbladder and bile ducts",ICD10 code,192292,271525004,Carcinoma in situ of liver and/or biliary system,SNOMED,Condition
E131,46,45547630,E13.1,Other specified diabetes mellitus with ketoacidosis,ICD10 code,4095288,26298008,Diabetic coma with ketoacidosis,SNOMED,Condition
K137D,46,45548147,K13.7,Other and unspecified lesions of oral mucosa,ICD10 code,139057,41188003,Disorder of oral soft tissues,SNOMED,Condition
M880,46,45548599,M88.0,Paget's disease of skull,ICD10 code,4001632,203351003,Paget's disease of skull,SNOMED,Condition
T512,46,45551308,T51.2,Toxic effect of 2-propanol,ICD10 code,440892,212813006,Toxic effect of isopropyl alcohol,SNOMED,Condition
G401B,46,45552523,G40.1,Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures,ICD10 code,4101747,193022009,Localization-related(focal)(partial)idiopathic epilepsy and epileptic syndromes with seizures of localized onset,SNOMED,Condition
M121,46,45553083,M12.1,Kaschin-Beck disease,ICD10 code,72401,270505009,Kashin-Bek disease,SNOMED,Condition
M621D,46,45557924,M62.1,Other rupture of muscle (nontraumatic),ICD10 code,72413,29191005,Nontraumatic rupture of muscle,SNOMED,Condition
N291,46,45558147,N29.1,Other disorders of kidney and ureter in infectious and parasitic diseases classified elsewhere,ICD10 code,40483287,443820000,Disorder of kidney and/or ureter,SNOMED,Condition
Q445,46,45558409,Q44.5,Other congenital malformations of bile ducts,ICD10 code,196214,235913009,Congenital disorder of gallbladder and biliary tract,SNOMED,Condition
S949,46,45560400,S94.9,Injury of unspecified nerve at ankle and foot level,ICD10 code,4057033,212333003,Injury of nerves at ankle and foot level,SNOMED,Condition
T144,46,45565288,T14.4,Injury of nerve(s) of unspecified body region,ICD10 code,381732,57182000,Nerve injury,SNOMED,Condition
T428,46,45565555,T42.8,Poisoning by antiparkinsonism drugs and other central muscle-tone depressants,ICD10 code,44783003,699036002,Accidental poisoning by central depressant,SNOMED,Condition
C447C,46,45566589,C44.7,"Malignant neoplasm of skin of lower limb, including hip",ICD10 code,133150,188127001,Malignant neoplasm of skin of lower limb and hip,SNOMED,Condition
D720,46,45566710,D72.0,Genetic anomalies of leukocytes,ICD10 code,435775,47986005,Genetic anomaly of leukocyte,SNOMED,Measurement
G089,46,45566861,G08,Intracranial and intraspinal phlebitis and thrombophlebitis,ICD10 code,318137,192753009,Phlebitis and thrombophlebitis of intracranial sinuses,SNOMED,Condition
Q550,46,45568065,Q55.0,Absence and aplasia of testis,ICD10 code,4208095,55631001,Congenital anomaly of testis,SNOMED,Condition
T273,46,45570321,T27.3,"Burn of respiratory tract, part unspecified",ICD10 code,4108466,284188001,Burn of respiratory tract,SNOMED,Condition
Z636,46,45571379,Z63.6,Dependent relative needing care at home,ICD10 code,43020469,288231000119101,Cares for dependent relative at home,SNOMED,Observation
B908,46,45571483,B90.8,Sequelae of tuberculosis of other organs,ICD10 code,434557,56717001,Tuberculosis,SNOMED,Condition
M718,46,45572536,M71.8,Other specified bursopathies,ICD10 code,444115,10597006,Disorder of bursa,SNOMED,Condition
T700,46,45575499,T70.0,Effects of otitic barotrauma,ICD10 code,376578,49252004,Otitic barotrauma,SNOMED,Condition
Z110,46,45576133,Z11.0,Special screening examination for intestinal infectious diseases,ICD10 code,4064359,171132004,Cholera screening,SNOMED,Procedure
C457,46,45576317,C45.7,Mesothelioma of other sites,ICD10 code,435485,109357005,Primary malignant neoplasm of ill-defined site,SNOMED,Condition
C966,46,45581263,C96.6,Unifocal Langerhans-cell histiocytosis,ICD10 code,4044708,129000002,"Langerhans cell histiocytosis, unifocal",SNOMED,Condition
F718,46,45581470,F71.8,"Moderate mental retardation, other impairments of behavior",ICD10 code,436682,61152003,Moderate mental retardation,SNOMED,Condition
O4890,46,45582557,O48,Prolonged pregnancy,ICD10 code,432695,90968009,Post-term pregnancy,SNOMED,Condition
T354,46,45584840,T35.4,Unspecified frostbite of upper limb,ICD10 code,81763,4763005,Frostbite of hand,SNOMED,Condition
Z015B,46,45590690,Z01.5,Diagnostic skin and sensitization tests,ICD10 code,4092969,252512005,In vivo test of hypersensitivity,SNOMED,Measurement
G213,46,45591164,G21.3,Postencephalitic parkinsonism,ICD10 code,4064308,19972008,Postencephalitic parkinsonism,SNOMED,Condition
T502,46,45594727,T50.2,"Poisoning by carbonic-anhydrase inhibitors, benzothiadiazides and other diuretics",ICD10 code,439972,111772000,Poisoning by diuretic,SNOMED,Condition
L231X,46,45596368,L23.1,Allergic contact dermatitis due to adhesives,ICD10 code,4066471,200842003,Allergic contact dermatitis due to adhesives,SNOMED,Condition
L29,46,45596372,L29,Pruritus,ICD10 Hierarchy,4169287,418363000,Itching of skin,SNOMED,Condition
M483,46,45596583,M48.3,Traumatic spondylopathy,ICD10 code,81665,111232005,Traumatic spondylopathy,SNOMED,Condition
Z522,46,45600332,Z52.2,Bone donor,ICD10 code,4022650,105469006,Bone tissue donor,SNOMED,Observation
G601,46,45600803,G60.1,Refsum's disease,ICD10 code,4101333,25362006,HSMN IV,SNOMED,Condition
L255,46,45601217,L25.5,"Unspecified contact dermatitis due to plants, except food",ICD10 code,444375,69999007,"Contact dermatitis due to plants, except food",SNOMED,Condition
L813,46,45605997,L81.3,Cafe au lait spots,ICD10 code,4066941,201281002,Cafe au lait spots,SNOMED,Condition
O3210,46,45606580,O32.1,Maternal care for breech presentation,ICD10 code,74698,6096002,Breech presentation,SNOMED,Condition
Q103,46,45606725,Q10.3,Other congenital malformations of eyelid,ICD10 code,380510,91158006,Congenital anomaly of eyelid,SNOMED,Condition
S568,46,45607722,S56.8,Injury of other and unspecified muscles and tendons at forearm level,ICD10 code,134222,125597008,Injury of forearm,SNOMED,Condition
F157,46,45755383,F15.7,"Mental and behavioral disorders due to use of other stimulants inclduing caffeine, residual and late-onset psychotic disorder",ICD10 code,375504,11387009,Psychoactive substance-induced organic mental disorder,SNOMED,Condition
H54,46,45755414,H54,Blindness and low vision,ICD10 Hierarchy,4265433,397540003,Visual impairment,SNOMED,Condition
555X,46,,,,,,,,,
O438,45,45534273,O43.8,Other placental disorders,ICD10 code,4053583,125586008,Disorder of placenta,SNOMED,Condition
T848K,45,45537068,T84.8,"Other complications of internal orthopedic prosthetic devices, implants and grafts",ICD10 code,434822,69260008,Complication of internal prosthetic device,SNOMED,Condition
A370,45,45537720,A37.0,Whooping cough due to Bordetella pertussis,ICD10 code,257778,27836007,Pertussis,SNOMED,Condition
D019,45,45537882,D01.9,"Carcinoma in situ of digestive organ, unspecified",ICD10 code,196064,109850001,Carcinoma in situ of digestive organ,SNOMED,Condition
G030,45,45538094,G03.0,Nonpyogenic meningitis,ICD10 code,438418,192679007,Non-pyogenic meningitis,SNOMED,Condition
T140X,45,45541246,T14.0,Superficial injury of unspecified body region,ICD10 code,4053584,125587004,Superficial injury,SNOMED,Condition
O683,45,45544020,O68.3,Labor and delivery complicated by biochemical evidence of fetal stress,ICD10 code,4063307,199597005,Labor and delivery complicated by biochemical evidence of fetal stress,SNOMED,Condition
Z505,45,45547321,Z50.5,Speech therapy,ICD10 code,4201412,5154007,Speech therapy,SNOMED,Observation
L01XA03,45,45548179,L01,Impetigo,ICD10 Hierarchy,140480,48277006,Impetigo,SNOMED,Condition
Q410,45,45548902,Q41.0,"Congenital absence, atresia and stenosis of duodenum",ICD10 code,197084,253764008,"Congenital absence, atresia and stenosis of small intestine",SNOMED,Condition
Q922,45,45548940,Q92.2,Major partial trisomy,ICD10 code,4007087,205661000,Major partial trisomy,SNOMED,Condition
D385B,45,45557075,D38.5,Neoplasm of uncertain or unknown behavior of other respiratory organs,ICD10 code,193998,189361002,Neoplasm of uncertain behavior of digestive and respiratory systems,SNOMED,Condition
H132,45,45557332,H13.2,Conjunctivitis in other diseases classified elsewhere,ICD10 code,379019,9826008,Conjunctivitis,SNOMED,Condition
H55,45,45562288,H55,Nystagmus and other irregular eye movements,ICD10 code,4146116,267664003,Nystagmus and other irregular eye movements,SNOMED,Condition
J383G,45,45562449,J38.3,Other diseases of vocal cords,ICD10 code,254669,57781000,Disorder of vocal cord,SNOMED,Condition
T423,45,45565548,T42.3,Poisoning by barbiturates,ICD10 code,434540,44003006,Poisoning by barbiturate,SNOMED,Condition
T450,45,45565606,T45.0,Poisoning by antiallergic and antiemetic drugs,ICD10 code,443377,291338004,Antiallergenic drug poisoning,SNOMED,Condition
S7211,45,45574361,S72.1,Pertrochanteric fracture,ICD10 code,4015503,208562000,Pertrochanteric fracture,SNOMED,Condition
T237,45,45575140,T23.7,Corrosion of third degree of wrist and hand,ICD10 code,4059869,211949006,Corrosion of third degree of wrist and hand,SNOMED,Condition
M861E,45,45577440,M86.1,Other acute osteomyelitis,ICD10 code,133002,409780002,Acute osteomyelitis,SNOMED,Condition
N015,45,45577508,N01.5,"Rapidly progressive nephritic syndrome, diffuse mesangiocapillary glomerulonephritis",ICD10 code,4056475,197695002,"Rapidly progressive nephritic syndrome, diffuse mesangiocapillary glomerulonephritis",SNOMED,Condition
T511,45,45580250,T51.1,Toxic effect of methanol,ICD10 code,441761,212809004,Methyl alcohol causing toxic effect,SNOMED,Condition
L660,45,45581955,L66.0,Pseudopelade,ICD10 code,4343205,238731001,Pseudopelade,SNOMED,Condition
O348B,45,45582494,O34.8,Maternal care for other abnormalities of pelvic organs,ICD10 code,4129702,237208000,"Rectocele in pregnancy, childbirth and the puerperium",SNOMED,Condition
Q504,45,45582652,Q50.4,Embryonic cyst of fallopian tube,ICD10 code,4120330,302954008,Embryonic cyst of fallopian tube,SNOMED,Condition
Q664,45,45582664,Q66.4,Talipes calcaneovalgus,ICD10 code,4006107,205083002,Congenital talipes calcaneovalgus,SNOMED,Condition
E280,45,45586153,E28.0,Estrogen excess,ICD10 code,,,,,
G721,45,45586312,G72.1,Alcoholic myopathy,ICD10 code,4078688,19303008,Alcohol myopathy,SNOMED,Condition
C449H,45,45590902,C44.9,"Malignant neoplasm of skin, unspecified",ICD10 code,4155297,372130007,Malignant neoplasm of skin,SNOMED,Condition
O010,45,45592168,O01.0,Classical hydatidiform mole,ICD10 code,439083,417044008,"Hydatidiform mole, benign",SNOMED,Condition
R989,45,45592445,R98,Unattended death,ICD10 code,443882,15355001,Unattended death,SNOMED,Observation
F32-,45,45595904,F32,Depressive episode,ICD10 Hierarchy,4282096,36923009,"Major depression, single episode",SNOMED,Condition
K209A,45,45596308,K20,Esophagitis,ICD10 code,30753,16761005,Esophagitis,SNOMED,Condition
L009,45,45596352,L00,Staphylococcal scalded skin syndrome,ICD10 code,132392,200946001,Staphylococcal scalded skin syndrome,SNOMED,Condition
Q674,45,45597144,Q67.4,"Other congenital deformities of skull, face and jaw",ICD10 code,442284,51655004,Congenital anomaly of skull,SNOMED,Condition
L852,45,45601234,L85.2,Keratosis punctata (palmaris et plantaris),ICD10 code,4163220,4515009,Keratoderma punctata,SNOMED,Condition
Q828N,45,45601989,Q82.8,Other specified congenital malformations of skin,ICD10 code,132446,199879009,Congenital anomaly of skin,SNOMED,Condition
C861,45,45605328,C86.1,Hepatosplenic T-cell lymphoma,ICD10 code,40483374,445406001,Hepatosplenic T-cell lymphoma,SNOMED,Condition
D430A,45,45605364,D43.0,"Neoplasm of uncertain or unknown behavior of brain, supratentorial",ICD10 code,440676,189484008,Neoplasm of uncertain behavior of brain and spinal cord,SNOMED,Condition
M230,45,45606171,M23.0,Cystic meniscus,ICD10 code,4301617,78187008,Cyst of semilunar cartilage,SNOMED,Condition
S770,45,45608274,S77.0,Crushing injury of hip,ICD10 code,200293,11730002,Crushing injury of hip,SNOMED,Condition
R652,45,45755633,R65.2,Systemic Inflammatory Response Syndrome of non-infectious origin without organ failure,ICD10 code,434821,238149007,Systemic inflammatory response syndrome,SNOMED,Condition
V45A,45,45756545,V45,Car occupant injured in collision with railway train or railway vehicle,ICD10 Hierarchy,4053554,242070005,Railway and road transport accidents,SNOMED,Observation
280X,45,,,,,,,,,
420X,45,,,,,,,,,
424A,45,,,,,,,,,
466A,45,,,,,,,,,
UA450,45,,,,,,,,,
F4322,44,45533108,F43.2,Adjustment disorders,ICD10 code,436677,17226007,Adjustment disorder,SNOMED,Condition
L550,44,45533644,L55.0,Sunburn of first degree,ICD10 code,4061839,200833005,Sunburn of first degree,SNOMED,Condition
M997,44,45534112,M99.7,Connective tissue and disc stenosis of intervertebral foramina,ICD10 code,4069654,203715007,Connective tissue and disc stenosis of intervertebral foramina,SNOMED,Condition
R898,44,45534477,R89.8,"Abnormal findings in specimens from other organs, other abnormal findings",ICD10 code,4108616,284366008,Examination of body system,SNOMED,Procedure
G048W,44,45538096,G04.8,"Other encephalitis, myelitis and encephalomyelitis",ICD10 code,4147498,267576008,"Encephalitis, myelitis and encephalomyelitis",SNOMED,Condition
I098,44,45538367,I09.8,Other specified rheumatic heart diseases,ICD10 code,317296,18687009,Rheumatic disease of pulmonary valve,SNOMED,Condition
I21P,44,45538370,I21,Acute myocardial infarction,ICD10 Hierarchy,312327,57054005,Acute myocardial infarction,SNOMED,Condition
I661,44,45538399,I66.1,Occlusion and stenosis of anterior cerebral artery,ICD10 code,4111716,195233001,Occlusion and stenosis of anterior cerebral artery,SNOMED,Condition
D031,44,45542673,D03.1,"Melanoma in situ of eyelid, including canthus",ICD10 code,4033836,109274007,"Melanoma in situ of eyelid, including canthus",SNOMED,Condition
M435,44,45543575,M43.5,Other recurrent vertebral subluxation,ICD10 code,81939,5137004,Recurrent dislocation of joint,SNOMED,Condition
S444,44,45544759,S44.4,Injury of musculocutaneous nerve,ICD10 code,439211,7680008,Injury of musculocutaneous nerve,SNOMED,Condition
Z449,44,45547314,Z44.9,Fitting and adjustment of unspecified external prosthetic device,ICD10 code,4287998,69406003,Fitting of prosthesis,SNOMED,Procedure
A878,44,45547433,A87.8,Other viral meningitis,ICD10 code,433403,58170007,Viral meningitis,SNOMED,Condition
M850F,44,45548563,M85.0,Fibrous dysplasia (monostotic),ICD10 code,4233830,89859004,Monostotic fibrous dysplasia,SNOMED,Condition
M960G,44,45548637,M96.0,Pseudarthrosis after fusion or arthrodesis,ICD10 code,4069320,203521008,Pseudarthrosis after fusion or arthrodesis,SNOMED,Condition
J678,44,45552894,J67.8,Hypersensitivity pneumonitis due to other organic dusts,ICD10 code,444084,37471005,Extrinsic allergic alveolitis,SNOMED,Condition
O312B,44,45553499,O31.2,Continuing pregnancy after intrauterine death of one fetus or more,ICD10 code,432373,199307003,Continuing pregnancy after intrauterine death of one or more fetuses,SNOMED,Condition
D709A,44,45557092,D70,Agranulocytosis,ICD10 code,440689,17182001,Agranulocytosis,SNOMED,Condition
H808,44,45557523,H80.8,Other otosclerosis,ICD10 code,439035,11543004,Otosclerosis,SNOMED,Condition
I378,44,45557543,I37.8,Other pulmonary valve disorders,ICD10 code,319845,76267008,Pulmonary valve disorder,SNOMED,Condition
S112,44,45558628,S11.2,Open wound involving pharynx and cervical esophagus,ICD10 code,4051128,210395000,Open wound of pharynx,SNOMED,Condition
S232,44,45563575,S23.2,Dislocation of other and unspecified parts of thorax,ICD10 code,4054055,125612008,Traumatic dislocation of sternum,SNOMED,Condition
T021,44,45570132,T02.1,Fractures involving thorax with lower back and pelvis,ICD10 code,4309930,213350006,Fractures involving thorax with lower back and pelvis,SNOMED,Condition
A185,44,45571419,A18.5,Tuberculosis of eye,ICD10 code,374270,49107007,Tuberculosis of eye,SNOMED,Condition
F669,44,45571773,F66.9,"Psychosexual development disorder, unspecified",ICD10 code,4090309,280375000,Psychological disorder associated with sexual development,SNOMED,Condition
I775,44,45572133,I77.5,Necrosis of artery,ICD10 code,319047,7930004,Necrosis of artery,SNOMED,Condition
E122,44,45576445,E12.2,Malnutrition-related diabetes mellitus with renal complications,ICD10 code,4096670,190407009,Malnutrition-related diabetes mellitus with renal complications,SNOMED,Condition
M861C,44,45577440,M86.1,Other acute osteomyelitis,ICD10 code,133002,409780002,Acute osteomyelitis,SNOMED,Condition
R839,44,45577816,R83.9,"Abnormal findings in cerebrospinal fluid, unspecified abnormal finding",ICD10 code,4065798,167699000,Cerebrospinal fluid examination,SNOMED,Procedure
A699,44,45585931,A69.9,"Spirochetal infection, unspecified",ICD10 code,433967,41116009,Spirochetal infection,SNOMED,Condition
L278,44,45586767,L27.8,Dermatitis due to other substances taken internally,ICD10 code,135032,13582007,Dermatitis due to substances taken internally,SNOMED,Condition
B372A,44,45595616,B37.2,Candidiasis of skin and nail,ICD10 code,133414,187014000,Candidiasis of skin and nails,SNOMED,Condition
G918W,44,45595965,G91.8,Other hydrocephalus,ICD10 code,440385,230746009,Obstructive hydrocephalus,SNOMED,Condition
P579,44,45597085,P57.9,"Kernicterus, unspecified",ICD10 code,4173577,50143004,Kernicterus of newborn,SNOMED,Condition
E164,44,45600648,E16.4,Abnormal secretion of gastrin,ICD10 code,194001,47344007,Abnormality of secretion of gastrin,SNOMED,Condition
T199,44,45604038,T19.9,"Foreign body in genitourinary tract, part unspecified",ICD10 code,80294,68017002,Foreign body in genitourinary tract,SNOMED,Condition
T466,44,45604333,T46.6,Poisoning by antihyperlipidaemic and antiarteriosclerotic drugs,ICD10 code,433931,216615004,Accidental poisoning by drugs primarily affecting cardiovascular system,SNOMED,Condition
G254,44,45605530,G25.4,Drug-induced chorea,ICD10 code,4044055,230304003,Drug-induced chorea,SNOMED,Condition
M05BA08,44,45606038,M05,Seropositive rheumatoid arthritis,ICD10 Hierarchy,4035611,239791005,Seropositive rheumatoid arthritis,SNOMED,Condition
S2280,44,45607076,S22.8,Fracture of other parts of bony thorax,ICD10 code,4134339,263258003,Fracture of costal cartilage,SNOMED,Condition
T635,44,45609250,T63.5,Toxic effect of contact with fish,ICD10 code,435444,217684002,Poisoning due to venomous marine animals or plants,SNOMED,Condition
519X,44,,,,,,,,,
786X,44,,,,,,,,,
A530,43,45532844,A53.0,"Latent syphilis, unspecified as early or late",ICD10 code,40485064,444150000,Latent syphilis,SNOMED,Condition
R418P,43,45534452,R41.8,Other and unspecified symptoms and signs involving cognitive functions and awareness,ICD10 code,443432,386806002,Impaired cognition,SNOMED,Condition
A309,43,45537718,A30.9,"Leprosy, unspecified",ICD10 code,432821,81004002,Leprosy,SNOMED,Condition
D521,43,45537917,D52.1,Drug-induced folate deficiency anemia,ICD10 code,4100987,191148006,"Folate deficiency anemia, drug-induced",SNOMED,Condition
H536,43,45538319,H53.6,Night blindness,ICD10 code,374037,65194006,Night blindness,SNOMED,Condition
N832P,43,45539066,N83.2,Other and unspecified ovarian cysts,ICD10 code,197610,79883001,Cyst of ovary,SNOMED,Condition
Q601,43,45539285,Q60.1,"Renal agenesis, bilateral",ICD10 code,4223016,41962002,Oligohydramnios sequence,SNOMED,Condition
A064,43,45542512,A06.4,Amebic liver abscess,ICD10 code,194560,75119003,Amebic liver abscess,SNOMED,Condition
L829D,43,45548208,L82,Seborrheic keratosis,ICD10 code,141932,398838000,Seborrheic keratosis,SNOMED,Condition
M482,43,45548428,M48.2,Kissing spine,ICD10 code,75908,82304009,Kissing spine,SNOMED,Condition
M890G,43,45548604,M89.0,Algoneurodystrophy,ICD10 code,4175447,50642008,"Complex regional pain syndrome, type I",SNOMED,Condition
F196,43,45552462,F19.6,"Mental and behavioral disorders due to multiple drug use and use of psychoactive substances, amnesic syndrome",ICD10 code,373172,191494004,Drug-induced amnestic syndrome,SNOMED,Condition
H259V,43,45552640,H25.9,"Senile cataract, unspecified",ICD10 code,381295,39450006,Age-related cataract,SNOMED,Condition
H355A,43,45552678,H35.5,Hereditary retinal dystrophy,ICD10 code,377270,41799005,Hereditary retinal dystrophy,SNOMED,Condition
J42P,43,45552889,J42,Unspecified chronic bronchitis,ICD10 code,255841,63480004,Chronic bronchitis,SNOMED,Condition
D239J,43,45557064,D23.9,"Other benign neoplasm of skin, unspecified",ICD10 code,138102,92384009,Benign neoplasm of skin,SNOMED,Condition
L459,43,45557704,L45,Papulosquamous disorders in diseases classified elsewhere,ICD10 code,4330878,22585003,Papulosquamous dermatosis,SNOMED,Condition
R462,43,45558470,R46.2,Strange and inexplicable behavior,ICD10 code,4168682,274650007,Strange and inexplicable behavior,SNOMED,Condition
Z635,43,45561643,Z63.5,Disruption of family by separation and divorce,ICD10 code,4296024,76799001,Family disruption due to divorce,SNOMED,Observation
J383H,43,45562449,J38.3,Other diseases of vocal cords,ICD10 code,254669,57781000,Disorder of vocal cord,SNOMED,Condition
S350,43,45563713,S35.0,Injury of abdominal aorta,ICD10 code,197151,10392004,Injury of abdominal aorta,SNOMED,Condition
D441A,43,45571621,D44.1,Neoplasm of uncertain or unknown behavior of adrenal gland,ICD10 code,196365,94730005,Neoplasm of uncertain behavior of adrenal gland,SNOMED,Condition
M328W,43,45572445,M32.8,Other forms of systemic lupus erythematosus,ICD10 code,257628,55464009,Systemic lupus erythematosus,SNOMED,Condition
M771P,43,45572551,M77.1,Lateral epicondylitis,ICD10 code,81379,202855006,Lateral epicondylitis,SNOMED,Condition
M966C,43,45572689,M96.6,"Fracture of bone following insertion of orthopedic implant, joint prosthesis, or bone plate",ICD10 code,432798,5285008,"Mechanical complication of internal orthopedic device, implant AND/OR graft",SNOMED,Condition
K130B,43,45576980,K13.0,Diseases of lips,ICD10 code,135858,90678009,Disorder of lip,SNOMED,Condition
S4201,43,45578284,S42.0,Fracture of clavicle,ICD10 code,4237458,58150001,Fracture of clavicle,SNOMED,Condition
R067,43,45582693,R06.7,Sneezing,ICD10 code,4328356,76067001,Sneezing,SNOMED,Condition
M119F,43,45586873,M11.9,"Crystal arthropathy, unspecified",ICD10 code,80484,18834007,Crystal arthropathy,SNOMED,Condition
S481,43,45588143,S48.1,Traumatic amputation at level between shoulder and elbow,ICD10 code,4050390,210650003,"Traumatic amputation, above elbow",SNOMED,Condition
K522A,43,45591595,K52.2,Allergic and dietetic gastroenteritis and colitis,ICD10 code,4324838,71207007,Noninfectious enteritis,SNOMED,Condition
