source_code,source_description
NBA22,Öppen biopsi av mjukdelar eller led i axel eller överarm
NBA30,Perkutan benbiopsi i axel eller överarm
NBA31,Artroskopisk eller endoskopisk benbiopsi i axel eller överarm
NBA32,Öppen benbiopsi i axel eller överarm
NBB09,Primär halv- eller delprotes i humeroskapularled utan cement
NBB19,Primär halv- eller delprotes i humeroskapularled med cement
NBB29,Primär totalprotes i humeroskapularled utan cement
NBB39,Primär totalprotes i humeroskapularled med hybridteknik
NBB49,Primär totalprotes i humeroskapularled med cement
NBB99,Annan primär ledprotesoperation i skulderled
NBC09,Sekundär halv- eller delprotes i humeroskapularled utan cement
NBC19,Sekundär halv- eller delprotes i humeroskapularled med cement
NBC29,Sekundär totalprotes i humeroskapularled utan cement
NBC39,Sekundär totalprotes i humeroskapularled med hybridteknik
NBC49,Sekundär totalprotes i humeroskapularled med cement
NBC99,Annan sekundär ledprotesoperation i axel
NBE00,Perkutan eller sluten incision i eller sutur av ledkapsel i axel
NBE01,Artroskopisk eller endoskopisk incision i eller sutur av ledkapsel i axel
NBE02,Öppen incision i eller sutur av ledkapsel i axel
NBE11,Artroskopisk eller endoskopisk transcision eller excision av ligament i axel
NBE12,Öppen transcision eller excision av ligament i axel
NBE21,Artroskopisk eller endoskopisk sutur eller replantation av ligament i axel
NBE22,Öppen sutur eller replantation av ligament i axel
NBE31,Artroskopisk eller endoskopisk transposition av ligament i axel
NBE32,Öppen transposition av ligament i axel
NBE41,Artroskopisk eller endoskopisk rekonstruktion av ligament i axel utan främmande material
NBE42,Öppen rekonstruktion av ligament i axel utan främmande material
NBE51,Artroskopisk eller endoskopisk rekonstruktion av ligament i axel med främmande material
NBE52,Öppen rekonstruktion av ligament i axel med främmande material
NBE90,Annan perkutan eller sluten operation på ledkapsel eller ledband i skulderled
NBE91,Annan artroskopisk eller endoskopisk operation på ledkapsel eller ledband i skulderled
NBE92,Annan öppen operation på ledkapsel eller ledband i skulderled
NBF01,Artroskopisk eller endoskopisk total synovektomi i humeroskapularled
NBF02,Öppen total synovektomi i humeroskapularled
NBF10,Perkutan eller sluten partiell synovektomi i humeroskapularled
NBF11,Artroskopisk eller endoskopisk partiell synovektomi i humeroskapularled
NBF12,Öppen partiell synovektomi i humeroskapularled
NBF20,"Fixation av ledytefragment i humeroskapularled, perkutan eller sluten"
NBF21,"Fixation av ledytefragment i humeroskapularled, artroskopisk eller endoskopisk"
NBF22,"Fixation av ledytefragment i humeroskapularled, öppen"
NBF31,Artroskopisk eller endoskopisk partiell excision av brosk i humeroskapularled
NBF32,Öppen partiell excision av ledbrosk i humeroskapularled
NBF90,Annan perkutan eller sluten operation på ledhinnor eller ledytor i skulderled
NBF91,Annan artroskopisk eller endoskopisk operation på ledhinnor eller ledytor i skulderled
NBF92,Annan öppen operation på ledhinnor eller ledytor i skulderled
NBG09,Excisionsartroplastik i humeroskapularled
NBG19,Interpositionsartroplastik i humeroskapularled
NBG29,Annan artroplastik i humeroskapularled utan protes
NBG39,Artrodes av humeroskapularled utan fixationsmaterial
NBG49,Artrodes av humeroskapularled med intern fixation
NBG59,Artrodes av humeroskapularled med extern fixation
NBG99,"Annan excision, rekonstruktion eller artrodes av skulderled"
NBH00,Perkutan eller sluten reposition av humeroskapularled
NBH01,Artroskopisk eller endoskopisk reposition av humeroskapularled
NBH02,Öppen reposition av humeroskapularled
NBH10,Perkutan eller sluten reposition av akromioklavikularled eller sternoklavikularled
NBH11,Artroskopisk eller endoskopisk reposition av akromioklavikularled eller sternoklavikularled
NBH12,Öppen reposition av akromioklavikularled eller sternoklavikularled
NBH20,Perkutan eller sluten reposition av luxerad protes i skulderled
NBH21,Artroskopisk eller endoskopisk reposition av luxerad protes i skulderled
NBH22,Öppen reposition av luxerad protes i skulderled
NBH30,Perkutan eller sluten lösning av ledadherenser i skulderled
NBH31,Artroskopisk eller endoskopisk lösning av ledadherenser i skulderled
NBH32,Öppen lösning av ledadherenser i skulderled
NBH40,Perkutan eller sluten extraktion av främmande eller fri kropp i humeroskapularled
NBH41,Artroskopisk eller endoskopisk extraktion av främmande eller fri kropp i humeroskapularled
NBH42,Öppen extraktion av främmande eller fri kropp i humeroskapularled
NBH51,Artroskopisk eller endoskopisk excision av intraartikulär exostos eller osteofyt i humeroskapularled
NBH52,Öppen excision av intraartikulär exostos eller osteofyt i humeroskapularled
NBH70,Perkutan eller sluten operation för recidiverande luxation eller instabilitet i humeroskapularled
NBH71,Artroskopisk eller endoskopisk operation för recidiverande luxation eller instabilitet i humeroskapularled
NBH72,Öppen operation för recidiverande luxation eller instabilitet i humeroskapularled
NBH90,Annan perkutan eller sluten operation på skulderled
NBH91,Annan artroskopisk eller endoskopisk operation på skulderled
NBH92,Annan öppen operation på skulderled
NBJ09,Sluten reposition av fraktur i axel eller överarm
NBJ19,Öppen reposition av fraktur i axel eller överarm
NBJ29,Extern fixation av fraktur i axel eller överarm
NBJ39,Osteosyntes av fraktur i axel eller överarm med bioimplantat
NBJ49,"Osteosyntes av fraktur i axel eller överarm med cerklage, stift eller dylikt"
NBJ59,Osteosyntes av fraktur i axel eller överarm med märgspik
NBJ69,Osteosyntes av fraktur i axel eller överarm med platta och skruvar
NBJ79,Osteosyntes av fraktur i axel eller överarm med skruvar enbart
NBJ89,Osteosyntes av fraktur i axel eller överarm med annan eller kombinerad metod
NBJ99,Annan operation vid fraktur på axel eller överarm
NBK09,Excision av benfragment i axel eller överarm
NBK19,Partiell eller total excision av ben i axel eller överarm
NBK29,Fenestrering av ben i axel eller överarm
NBK39,Curettage av bencysta i axel eller överarm
NBK49,Epifyseodes i axel eller överarm
NBK59,"Vinklings-, rotations- eller förskjutningsosteotomi i axel eller överarm"
NBK69,Förkortnings- eller förlängningsosteotomi i axel eller överarm
NBK79,Bentransportoperation i axel eller överarm
NBK89,Epifysdistraktion i axel eller överarm
NBK99,Annan operation på ben i axel eller överarm
NBL09,Friläggning av muskel i axel eller överarm
NBL19,Sutur eller rekonstruktion av muskel i axel eller överarm
NBL29,Transposition av muskel i axel eller överarm
NBL39,Myotomi eller tenotomi i axel eller överarm
NBL49,Sutur eller reinsertion av sena i axel eller överarm
NBL59,Tenolys eller tenosynovektomi i axel eller överarm
NBL69,"Tenodes, förkortning eller förlängning av sena i axel eller överarm"
NBL79,Excision av muskel eller sena i axel eller överarm
NBL89,Transposition av sena i axel eller överarm
NBL99,Annan operation på muskel eller sena i axel eller överarm
NBM09,Fasciotomi i axel eller överarm
NBM19,Partiell eller total excision av fascia i axel eller överarm
NBM29,Sutur av fascia eller senskida i axel eller överarm
NBM39,Excision av ganglion i axel eller överarm
NBM49,Klyvning av senskida i axel eller överarm
NBM59,Partiell excision av senskida i axel eller överarm
NBM79,Excision av bursa i axel eller överarm
NBM99,"Annan operation på fascior, senskidor eller bursor i axel eller överarm"
NBN09,Autotransplantation av ben till axel eller överarm
NBN19,Homotransplantation av ben till axel eller överarm
NBN29,Heterotransplantation av ben till axel eller överarm
NBN39,Transplantation av sena i axel eller överarm
NBN49,"Transplantation av brosk, periost eller fascia i axel eller överarm"
NBN99,Annan transplantation till axel eller överarm
NBP29,Replantation av övre extremitet ovan armbåge
NBQ01,Exartikulation i intertorakoskapularled
NBQ02,Exartikulation i humeroskapularled
NBQ03,Amputation av överarm
NBQ29,Revision av amputations- eller exartikulationsstump i axel eller överarm
NBQ39,"Implantation av benförankrat transkutant implantat, humerus"
NBQ49,"Implantation på amputationsstump, humerus"
NBQ99,Annan amputation eller relaterad operation i axel eller överarm
NBR09,Intralesionell excision av mjukdelstumör i axel eller överarm
NBR19,Marginell excision av mjukdelstumör i axel eller överarm
NBR29,Vid excision av mjukdelstumör i axel eller överarm
NBR39,Kompartmentell excision av mjukdelstumör i axel eller överarm
NBR49,Intralesionell excision av ben- eller brosktumör i axel eller överarm
NBR59,Marginell excision av ben- eller brosktumör i axel eller överarm
NBR69,Vid excision av ben- eller brosktumör i axel eller överarm
NBR79,Kompartmentell excision av ben- eller brosktumör i axel eller överarm
NBR89,Total excision av i ben i humerus med ledprotesoperation
NBR99,Annan operation för tumör i axel eller överarm
NBS09,Incision och debridering vid mjukdelsinfektion i axel eller överarm
NBS19,Incision och debridering vid septisk artrit i skulderled
NBS29,Incision och debridering vid osteit i axel eller överarm
NBS39,Incision och debridering vid mjukdelsinfektion i axel eller överarm med implantation av läkemedel (i)
NBS49,Incision och debridering vid septisk artrit i skulderled med implantation av läkemedel (i)
NBS59,Incision och debridering vid osteit i axel eller överarm med implantation av läkemedel (i)
NBS99,Annan operation vid infektion i axel eller överarm
NBT09,Avlägsnande av främmande kropp från vävnad i axel eller överarm
NBT19,Mobilisering av humeroskapularled
NBT39,"Korrektion av deformitet i axel eller överarm med användande av muskel, sena eller ligament"
NBT49,Korrektion av deformitet i axel eller överarm med användande av extern eller intern fixation
NBT99,Annan operation i axel eller överarm
NBU09,Extraktion av del- eller halvprotes från humeroskapularled
NBU19,Extraktion av totalprotes från humeroskapularled
NBU29,Extraktion av protes från akromioklavikularled
NBU39,Extraktion av externt fixationsmaterial från axel eller överarm
NBU49,Extraktion av internt fixationsmaterial från axel eller överarm
NBU69,Extraktion av ligamentprotes från axel eller överarm
NBU89,Extraktion av implantat för infektionsbehandling från axel eller överarm
NBU99,Extraktion av annat implantat från axel eller överarm
NBW49,Sutur av sårruptur i axel eller överarm
NBW59,Reoperation för ytlig infektion i axel eller överarm
NBW69,Reoperation för djup infektion i axel eller överarm
NBW79,Reoperation för ytlig blödning i axel eller överarm
NBW89,Reoperation för djup blödning i axel eller överarm
NBW99,Annan reoperation i axel eller överarm
NCA00,Perkutan eller sluten exploration av mjukdelar i armbåge eller underarm
NCA01,Artroskopisk eller endoskopisk exploration av mjukdelar i armbåge eller underarm
NCA02,Öppen exploration av mjukdelar i armbåge eller underarm
NCA11,Artroskopisk eller endoskopisk exploration av armbågsled eller underarm
NCA12,Öppen exploration av armbågsled eller underarm
NCA20,Perkutan eller sluten biopsi av mjukdelar eller led i armbåge eller underarm
NCA21,Artroskopisk eller endoskopisk biopsi av mjukdelar eller led i armbåge eller underarm
NCA22,Öppen biopsi av mjukdelar eller led i armbåge eller underarm
NCA30,Perkutan eller sluten benbiopsi i armbåge eller underarm
NCA31,Artroskopisk eller endoskopisk benbiopsi i armbåge eller underarm
NCA32,Öppen benbiopsi i armbåge eller underarm
NCB09,Primär halv- eller delprotes i armbågsled utan cement
NCB19,Primär halv- eller delprotes i armbågsled med cement
NCB29,Primär totalprotes i armbågsled utan cement
NCB39,Primär totalprotes i armbågsled med hybridteknik
NCB49,Primär totalprotes i armbågsled med cement
NCB59,Interpositionsartroplastik i armbågsled
NCB99,Annan primär ledprotesoperation i armbågsled
NCC09,Sekundär halv- eller delprotes i armbågsled utan cement
NCC19,Sekundär halv- eller delprotes i armbågsled med cement
NCC29,Sekundär totalprotes i armbågsled utan cement
NCC39,Sekundär totalprotes i armbågsled med hybridteknik
NCC49,Sekundär totalprotes i armbågsled med cement
NCC59,Sekundär interpositionsprotes i armbågsled
NCC99,Annan sekundär ledprotesoperation i armbågsled
NCE01,Incision i eller sutur av kapsel av armbågsled
NCE02,Öppen incision i eller sutur av ledkapsel av armbågsled
NCE09,"Incision i eller sutur av kapsel av armbågsled, ospecificerad"
NCE11,Artroskopisk eller endoskopisk transcision eller excision av ligament i armbågsled
NCE12,Öppen transcision eller excision av ligament i armbågsled
NCE19,"Transcision eller excision av ligament i armbågsled, ospecificerad"
NCE21,Artroskopisk eller endoskopisk sutur eller replantation av ligament i armbågsled
NCE22,Öppen sutur eller replantation av ligament i armbågsled
NCE29,"Sutur eller replantation av ligament i armbågsled, ospecificerad"
NCE31,Artroskopisk eller endoskopisk transposition av ligament i armbågsled
NCE32,Öppen transposition av ligament i armbågsled
NCE39,"Transposition av ligament i armbågsled, ospecificerad"
NCE41,Artroskopisk eller endoskopisk rekonstruktion av ligament i armbågsled utan främmande material
NCE42,Öppen rekonstruktion av ligament i armbågsled utan främmande material
NCE49,"Rekonstruktion av ligament i armbågsled utan främmande material, ospecificerad"
NCE51,Artroskopisk eller endoskopisk rekonstruktion av ligament i armbågsled med främmande material
NCE52,Öppen rekonstruktion av ligament i armbågsled med främmande material
NCE59,"Rekonstruktion av ligament i armbågsled med främmande material, ospecificerad"
NCE91,Annan artroskopisk eller endoskopisk operation på ledkapsel eller ledband i armbågsled
NCE92,Annan öppen operation på ledkapsel eller ledband i armbågsled
NCE99,"Annan operation på ledkapsel eller ledband i armbågsled, ospecificerad"
NCF01,Artroskopisk eller endoskopisk total synovektomi i armbågsled
NCF02,Öppen total synovektomi i armbågsled
NCF11,Artroskopisk eller endoskopisk partiell synovektomi i armbågsled
NCF12,Öppen partiell synovektomi i armbågsled
NCF20,"Fixation av ledytefragment i armbågsled, perkutan eller sluten"
NCF21,"Fixation av ledytefragment i armbågsled, artroskopisk eller endoskopisk"
NCF22,"Fixation av ledytefragment i armbågsled, öppen"
NCF31,Artroskopisk eller endoskopisk partiell excision av brosk i armbågsled
NCF32,Öppen partiell excision av ledbrosk i armbågsled
NCF90,Annan perkutan eller sluten operation på ledhinnor eller ledytor i armbågsled
NCF91,Annan artroskopisk eller endoskopisk operation på ledhinnor eller ledytor i armbågsled
NCF92,Annan öppen operation på ledhinnor eller ledytor i armbågsled
NCG09,Excisionsartroplastik i armbågsled
NCG19,Interpositionsartroplastik i armbågsled
NCG29,Annan artroplastik i armbågsled utan protes
NCG39,Artrodes av armbågsled utan fixationsmaterial
NCG49,Artrodes av armbågsled med intern fixation
NCG59,Artrodes av armbågsled med extern fixation
NCG99,"Annan excision, rekonstruktion eller artrodes av armbågsled"
NCH00,Perkutan eller sluten reposition av armbågsled
NCH01,Artroskopisk eller endoskopisk reposition av armbågsled
NCH02,Öppen reposition av armbågsled
NCH20,Perkutan eller sluten reposition av armbågsledprotes
NCH21,Reposition av armbågsledprotes
NCH22,Öppen reposition av armbågsledprotes
NCH30,Perkutan eller sluten lösning av ledadherenser i armbågsled
NCH31,Artroskopisk eller endoskopisk lösning av ledadherenser i armbågsled
NCH32,Öppen lösning av ledadherenser i armbågsled
NCH40,Perkutan eller sluten extraktion av främmande eller fri kropp i armbågsled
NCH41,Artroskopisk eller endoskopisk extraktion av främmande eller fri kropp i armbågsled
NCH42,Öppen extraktion av främmande eller fri kropp i armbågsled
NCH51,Artroskopisk eller endoskopisk excision av intraartikulär exostos eller osteofyt i armbågsled
NCH52,Öppen excision av intraartikulär exostos eller osteofyt i armbågsled
NCH71,Artroskopisk eller endoskopisk operation för recidiverande luxation av armbågsled
NCH72,Öppen operation för recidiverande luxation av armbågsled
NCH90,Annan perkutan eller sluten operation på armbågsled
NCH91,Annan artroskopisk eller endoskopisk operation på armbågsled
NCH92,Annan öppen operation på armbågsled
NCJ09,Sluten reposition av fraktur i armbåge eller underarm
NCJ19,Öppen reposition av fraktur i armbåge eller underarm
NCJ29,Extern fixation av fraktur i armbåge eller underarm
NCJ39,Osteosyntes av fraktur i armbåge eller underarm med bioimplantat
NCJ49,"Osteosyntes av fraktur i armbåge eller underarm med cerklage, stift eller dylikt"
NCJ59,Osteosyntes av fraktur i armbåge eller underarm med märgspik
NCJ69,Osteosyntes av fraktur i armbåge eller underarm med platta och skruvar
NCJ79,Osteosyntes av fraktur i armbåge eller underarm med skruvar enbart
NCJ89,Osteosyntes av fraktur i armbåge eller underarm med annan eller kombinerad metod
NCJ99,Annan operation vid fraktur på armbåge eller underarm
NCK09,Excision av benfragment av armbåge eller underarm
NCK19,Partiell eller total excision av ben i armbåge eller underarm
NCK29,Fenestrering av ben i armbåge eller underarm
NCK39,Curettage av bencysta i armbåge eller underarm
NCK49,Epifyseodes av armbåge eller underarm
NCK59,"Vinklings-, rotations- eller förskjutningsosteotomi på armbåge eller underarm"
NCK69,Förkortnings- eller förlängningsosteotomi på armbåge eller underarm
NCK79,Bentransportoperation på armbåge eller underarm
NCK89,Epifysdistraktion på armbåge eller underarm
NCK99,Annan operation på ben i armbåge eller underarm
NCL09,Friläggning av muskel vid armbåge eller i underarm
NCL19,Sutur eller rekonstruktion av muskel vid armbåge eller i underarm
NCL29,Transposition av muskel vid armbåge eller i underarm
NCL39,Myotomi eller tenotomi vid armbåge eller i underarm
NCL49,Sutur eller reinsertion av sena vid armbåge eller i underarm
NCL59,Tenolys eller tenosynovektomi vid armbåge eller i underarm
NCL69,"Tenodes, förkortning eller förlängning av sena vid armbåge eller i underarm"
NCL79,Excision av muskel eller sena vid armbåge eller i underarm
NCL89,Transposition av sena vid armbåge eller i underarm
NCL99,Annan operation på muskel eller sena vid armbåge eller i underarm
NCM09,Fasciotomi i underarm
NCM19,Partiell eller total excision av fascia i underarm
NCM29,Sutur av fascia eller senskida i underarm
NCM39,Excision av ganglion i armbåge eller underarm
NCM49,Klyvning av senskida i underarm
NCM79,Excision av bursa i armbåge eller underarm
NCM99,"Annan operation på fascia, senskida eller bursa i armbåge eller underarm"
NCN09,Autotransplantation av ben till armbåge eller underarm
NCN19,Homotransplantation av ben till armbåge eller underarm
NCN29,Heterotransplantation av ben till armbåge eller underarm
NCN39,Transplantation av sena till armbåge eller underarm
NCN49,"Transplantation av brosk, periost eller fascia till armbåge eller underarm"
NCN99,Annan transplantation till armbåge eller underarm
NCP29,Replantation av underarm
NCQ09,Exartikulation i armbågsled
NCQ19,Amputation av underarm
NCQ29,Revision av exartikulations- eller amputationsstump i armbåge eller underarm
NCQ99,Annan amputation eller relaterad operation på armbåge eller underarm
NCR09,Intralesionell excision av mjukdelstumör i armbåge eller underarm
NCR19,Marginell excision av mjukdelstumör i armbåge eller underarm
NCR29,Vid excision av mjukdelstumör i armbåge eller underarm
NCR39,Kompartmentell excision av mjukdelstumör i armbåge eller underarm
NCR49,Intralesionell excision av ben- eller brosktumör i armbåge eller underarm
NCR59,Marginell excision av ben- eller brosktumör i armbåge eller underarm
NCR69,Vid excision av ben- eller brosktumör i armbåge eller underarm
NCR79,Kompartmentell excision av ben- eller brosktumör i armbåge eller underarm
NCR99,Annan operation för tumör i armbåge eller underarm
NCS09,Incision och debridering vid mjukdelsinfektion i underarm
NCS19,Incision och debridering vid septisk artrit i armbågsled
NCS29,Incision och debridering vid osteit i armbåge eller underarm
NCS39,Incision och debridering vid mjukdelsinfektion i underarm med implantation av läkemedel (i)
NCS49,Incision och debridering vid septisk artrit i armbågsled med implantation av läkemedel (i)
NCS59,Incision och debridering vid osteit i armbåge eller underarm med implantation av läkemedel (i)
NCS99,Annan operation vid infektion i armbåge eller underarm
NCT09,Avlägsnande av främmande kropp från vävnad i armbåge eller underarm
NCT19,Mobilisering av armbågsled
NCT39,"Korrektion av deformitet av armbågsled eller underarm med användande av muskel, sena eller ligament"
NCT49,Korrektion av deformitet av armbågsled eller underarm med användande av extern eller intern fixation
NCT99,Annan operation på armbågsled eller underarm
NCU09,Extraktion av del- eller halvprotes från armbågsled
NCU19,Extraktion av totalprotes från armbågsled
NCU39,Extraktion av externt fixationsmaterial från armbåge eller underarm
NCU49,Extraktion av internt fixationsmaterial från armbåge eller underarm
NCU69,Extraktion av ligamentprotes från armbåge eller underarm
NCU89,Extraktion av implantat för infektionsbehandling från armbåge eller underarm
NCU99,Extraktion av annat implantat från armbåge eller underarm
NCW49,Sutur av sårruptur av armbåge eller underarm
NCW59,Reoperation för ytlig infektion i armbåge eller underarm
NCW69,Reoperation för djup infektion i armbåge eller underarm
NCW79,Reoperation för ytlig blödning i armbåge eller underarm
NCW89,Reoperation för djup blödning i armbåge eller underarm
NCW99,Annan reoperation på armbåge eller underarm
NDA00,Perkutan eller sluten exploration av mjukdelar i handled eller hand
NDA01,Artroskopisk eller endoskopisk exploration av mjukdelar i handled eller hand
NDA02,Öppen exploration av mjukdelar i handled eller hand
NDA10,Perkutan eller sluten exploration av handled eller hand
NDA11,Artroskopisk eller endoskopisk exploration av handled eller hand
NDA12,Öppen exploration av handled eller hand
NDA20,Perkutan eller sluten biopsi av mjukdelar eller led i hand
NDA21,Artroskopisk eller endoskopisk biopsi av mjukdelar eller led i hand
NDA22,Öppen biopsi av mjukdelar eller led i hand
NDA30,Perkutan eller sluten benbiopsi i hand
NDA31,Artroskopisk eller endoskopisk benbiopsi i hand
NDA32,Öppen benbiopsi i hand
NDB09,Primär halv- eller delprotes i handled utan cement
NDB19,Primär halv- eller delprotes i handled med cement
NDB29,Primär totalprotes i handled utan cement
NDB39,Primär totalprotes i handled med hybridteknik
NDB49,Primär totalprotes i handled med cement
NDB59,Primär totalprotes i karpometakarpal- eller metakarpofalangealled
NDB89,Primär totalprotes i fingerled
NDB99,Annan primär ledprotesoperation i hand- eller fingerled
NDC09,Sekundär halv- eller delprotes i handled utan cement
NDC19,Sekundär halv- eller delprotes i handled med cement
NDC29,Sekundär totalprotes i handled utan cement
NDC39,Sekundär totalprotes i handled med hybridteknik
NDC49,Sekundär totalprotes i handled med cement
NDC59,Sekundär ledprotes i metakarpofalangealled
NDC89,Sekundär ledprotes i fingerled
NDC99,Annan sekundär ledprotesoperation i hand- eller fingerled
NDE00,Perkutan eller sluten incision i eller sutur av ledkapsel i hand- eller fingerled
NDE01,Artroskopisk eller endoskopisk incision i eller sutur av ledkapsel i hand- eller fingerled
NDE02,Öppen incision i eller sutur av ledkapsel i hand- eller fingerled
NDE10,Perkutan eller sluten transcision eller excision av ligament i handens leder
NDE11,Artroskopisk eller endoskopisk transcision eller excision av ligament i handens leder
NDE12,Öppen transcision eller excision av ligament i handens leder
NDE20,Perkutan eller sluten sutur eller reinsertion av ligament i handens leder
NDE21,Artroskopisk eller endoskopisk sutur eller reinsertion av ligament i handens leder
NDE22,Öppen sutur eller reinsertion av ligament i handens leder
NDE41,Artroskopisk eller endoskopisk rekonstruktion av ligament i handens leder utan främmande material
NDE42,Öppen rekonstruktion av ligament i handens leder utan främmande material
NDE51,Artroskopisk eller endoskopisk rekonstruktion av ligament i handens leder med främmande material
NDE52,Öppen rekonstruktion av ligament i handens leder med främmande material
NDE90,Annan perkutan eller sluten operation på ledkapsel eller ledband i hand- eller fingerleder
NDE91,Annan artroskopisk eller endoskopisk operation på ledkapsel eller ledband i hand- eller fingerleder
NDE92,Annan öppen operation på ledkapsel eller ledband i hand- eller fingerleder
NDF01,Artroskopisk eller endoskopisk total synovektomi i hand- eller fingerled
NDF02,Öppen total synovektomi i hand- eller fingerled
NDF11,Artroskopisk eller endoskopisk partiell synovektomi i hand- eller fingerled
NDF12,Öppen partiell synovektomi i hand- eller fingerled
NDF20,"Fixation av ledytefragment i hand- eller fingerled, perkutan eller sluten"
NDF21,"Fixation av ledytefragment i hand- eller fingerled, artroskopisk eller endoskopisk"
NDF22,"Fixation av ledytefragment i hand- eller fingerled, öppen"
NDF30,Perkutan eller sluten partiell excision av brosk i hand- eller fingerled
NDF31,Artroskopisk eller endoskopisk partiell excision av brosk i hand- eller fingerled
NDF32,Öppen partiell excision av ledbrosk i hand- eller fingerled
NDF90,Annan perkutan eller sluten operation på ledhinnor eller ledytor i hand- eller fingerled
NDF91,Annan artroskopisk eller endoskopisk operation på ledhinnor eller ledytor i hand- eller fingerled
NDF92,Annan öppen operation på ledhinnor eller ledytor i hand- eller fingerled
NDG00,"Excisionsartroplastik i hand- eller fingerled, radiokarpalled"
NDG01,"Excisionsartroplastik i hand- eller fingerled, interkarpalled"
NDG02,"Excisionsartroplastik i hand- eller fingerled, första karpometakarpalled"
NDG03,"Excisionsartroplastik i hand- eller fingerled, annan karpometakarpalled"
NDG04,"Excisionsartroplastik i hand- eller fingerled, första metakarpofalangealled"
NDG05,"Excisionsartroplastik i hand- eller fingerled, annan metakarpofalangealled"
NDG06,"Excisionsartroplastik i hand- eller fingerled, interfalangealled"
NDG07,"Excisionsartroplastik i hand- eller fingerled, annan led i hand"
NDG09,"Excisionsartroplastik i hand- eller fingerled, ospecificerad led i hand"
NDG10,"Interpositionsartroplastik i hand- eller fingerled, radiokarpalled"
NDG11,"Interpositionsartroplastik i hand- eller fingerled, interkarpalled"
NDG12,"Interpositionsartroplastik i hand- eller fingerled, första karpometakarpalled"
NDG13,"Interpositionsartroplastik i hand- eller fingerled, annan karpometakarpalled"
NDG14,"Interpositionsartroplastik i hand- eller fingerled, första metakarpofalangealled"
NDG15,"Interpositionsartroplastik i hand- eller fingerled, annan metakarpofalangealled"
NDG16,"Interpositionsartroplastik i hand- eller fingerled, interfalangealled"
NDG17,"Interpositionsartroplastik i hand- eller fingerled, annan led i hand"
NDG19,"Interpositionsartroplastik i hand- eller fingerled, ospecificerad led i hand"
NDG20,"Annan artroplastik i hand- eller fingerled utan protes, radiokarpalled"
NDG21,"Annan artroplastik i hand- eller fingerled utan protes, interkarpalled"
NDG22,"Annan artroplastik i hand- eller fingerled utan protes, första karpometakarpalled"
NDG23,"Annan artroplastik i hand- eller fingerled utan protes, annan karpometakarpalled"
NDG24,"Annan artroplastik i hand- eller fingerled utan protes, första metakarpofalangealled"
NDG25,"Annan artroplastik i hand- eller fingerled utan protes, annan metakarpofalangealled"
NDG26,"Annan artroplastik i hand- eller fingerled utan protes, interfalangealled"
NDG27,"Annan artroplastik i hand- eller fingerled utan protes, annan led i hand"
NDG29,"Annan artroplastik i hand- eller fingerled utan protes, ospecificerad led i hand"
NDG40,"Artrodes av hand- eller fingerled med intern fixation, radiokarpalled"
NDG41,"Artrodes av hand- eller fingerled med intern fixation, interkarpalled"
NDG42,"Artrodes av hand- eller fingerled med intern fixation, första karpometakarpalled"
NDG43,"Artrodes av hand- eller fingerled med intern fixation, annan karpometakarpalled"
NDG44,"Artrodes av hand- eller fingerled med intern fixation, första metakarpofalangealled"
NDG45,"Artrodes av hand- eller fingerled med intern fixation, annan metakarpofalangealled"
NDG46,"Artrodes av hand- eller fingerled med intern fixation, interfalangealled"
NDG47,"Artrodes av hand- eller fingerled med intern fixation, annan led i hand"
NDG49,"Artrodes av hand- eller fingerled med intern fixation, ospecificerad led i hand"
NDG50,"Artrodes av hand- eller fingerled med extern fixation, radiokarpalled"
NDG51,"Artrodes av hand- eller fingerled med extern fixation, interkarpalled"
NDG52,"Artrodes av hand- eller fingerled med extern fixation, första karpometakarpalled"
NDG53,"Artrodes av hand- eller fingerled med extern fixation, annan karpometakarpalled"
NDG54,"Artrodes av hand- eller fingerled med extern fixation, första metakarpofalangealled"
NDG55,"Artrodes av hand- eller fingerled med extern fixation, annan metakarpofalangealled"
NDG56,"Artrodes av hand- eller fingerled med extern fixation, interfalangealled"
NDG57,"Artrodes av hand- eller fingerled med extern fixation, annan led i hand"
NDG59,"Artrodes av hand- eller fingerled med extern fixation, ospecificerad led i hand"
NDG90,"Annan excision, rekonstruktion eller artrodes av hand- eller fingerled, radiokarpalled"
NDG91,"Annan excision, rekonstruktion eller artrodes av hand- eller fingerled, interkarpalled"
NDG92,"Annan excision, rekonstruktion eller artrodes av hand- eller fingerled, första karpometakarpalled"
NDG93,"Annan excision, rekonstruktion eller artrodes av hand- eller fingerled, annan karpometakarpalled"
NDG94,"Annan excision, rekonstruktion eller artrodes av hand- eller fingerled, första metakarpofalangealled"
NDG95,"Annan excision, rekonstruktion eller artrodes av hand- eller fingerled, annan metakarpofalangealled"
NDG96,"Annan excision, rekonstruktion eller artrodes av hand- eller fingerled, interfalangealled"
NDG97,"Annan excision, rekonstruktion eller artrodes av hand- eller fingerled, annan led i hand"
NDG99,"Annan excision, rekonstruktion eller artrodes av hand- eller fingerled, ospecificerad led i hand"
NDH00,Perkutan eller sluten reposition av handled
NDH01,Artroskopisk eller endoskopisk reposition av handled
NDH02,Öppen reposition av handled
NDH10,Perkutan eller sluten reposition av fingerled
NDH11,Artroskopisk eller endoskopisk reposition av fingerled
NDH12,Öppen reposition av fingerled
NDH20,Perkutan eller sluten reposition av luxerad protes i hand- eller fingerled
