source_code,intermediate_code,intermediate_concept_id,intermediate_name,intermediate_vocabulary,target_concept_id,target_name,target_vocabulary
O849,O84.9,45567996,"Multiple delivery, unspecified",ICD10,4163851,Multiple birth,SNOMED
Q302,Q30.2,45568060,"Fissured, notched and cleft nose",ICD10,256811,Congenital anomaly of nose,SNOMED
Q898E,Q89.8,45568100,Other specified congenital malformations,ICD10,440508,Congenital disease,SNOMED
S0611,S06.1,45568226,Traumatic cerebral edema,ICD10,4048796,Traumatic cerebral edema,SNOMED
S752,S75.2,45569594,Injury of greater saphenous vein at hip and thigh level,ICD10,74808,Injury of saphenous vein,SNOMED
T288,T28.8,45570323,Corrosion of internal genitourinary organs,ICD10,4055329,Corrosion of internal genitourinary organs,SNOMED
324A,,,,,,,
T386,T38.6,45570372,"Poisoning by antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified",ICD10,437183,Poisoning by hormone AND/OR synthetic substitute,SNOMED
T491,T49.1,45570520,Poisoning by antipruritics,ICD10,40483089,Poisoning by phenolic,SNOMED
T565,T56.5,45570576,Toxic effect of zinc and its compounds,ICD10,4286031,Zinc poisoning,SNOMED
T631,T63.1,45570622,Toxic effect of venom of other reptiles,ICD10,4239004,Poisoning due to reptile venom,SNOMED
Z08,Z08,45571319,Follow-up examination after treatment for malignant neoplasms,ICD10 Hierarchy,4081128,Chemotherapy follow-up,SNOMED
Z370A,Z37.0,45571346,Single live birth,ICD10,4014295,Single live birth,SNOMED
C01BD,C01,45571487,Malignant neoplasm of base of tongue,ICD10,4181332,Malignant tumor of base of tongue,SNOMED
D229H,D22.9,45571603,"Melanocytic nevi, unspecified",ICD10,4271013,Melanocytic nevus,SNOMED
E001,E00.1,45571648,"Congenital iodine-deficiency syndrome, myxedematous type",ICD10,4233438,Endemic congenital iodine deficiency syndrome of myxedematous type,SNOMED
F185,F18.5,45571744,"Mental and behavioral disorders due to use of volatile solvents, psychotic disorder",ICD10,4264889,Inhalant-induced organic mental disorder,SNOMED
F986A,F98.6,45571784,Cluttering,ICD10,4294887,Cluttering,SNOMED
I214U,I21.4,45572081,Acute subendocardial myocardial infarction,ICD10,444406,Acute subendocardial infarction,SNOMED
K401A,K40.1,45572205,"Bilateral inguinal hernia, with gangrene",ICD10,194679,Bilateral inguinal hernia with gangrene,SNOMED
K434B,K43.4,45572208,Parastomal hernia with gangrene,ICD10,192952,"Hernia, with gangrene",SNOMED
L65,L65,45572277,Other nonscarring hair loss,ICD10 Hierarchy,4031164,Non-scarring alopecia,SNOMED
L708D,L70.8,45572279,Other acne,ICD10,141095,Acne,SNOMED
M966A,M96.6,45572689,"Fracture of bone following insertion of orthopedic implant, joint prosthesis, or bone plate",ICD10,432798,"Mechanical complication of internal orthopedic device, implant AND/OR graft",SNOMED
N36P,N36,45572708,Other disorders of urethra,ICD10 Hierarchy,200450,Disorder of urethra,SNOMED
N84O,N84,45572728,Polyp of female genital tract,ICD10 Hierarchy,4209223,Polyp,SNOMED
O20,O20,45572766,Hemorrhage in early pregnancy,ICD10 Hierarchy,438478,Hemorrhage in early pregnancy,SNOMED
O9963,O99.6,45572910,"Diseases of the digestive system complicating pregnancy, childbirth and the puerperium",ICD10,4062790,"Disease of the digestive system complicating pregnancy, childbirth and/or the puerperium",SNOMED
P240,P24.0,45572931,Neonatal aspiration of meconium,ICD10,437374,Neonatal aspiration of meconium,SNOMED
P942,P94.2,45572943,Congenital hypotonia,ICD10,4140071,Floppy infant syndrome,SNOMED
Q442B,Q44.2,45572965,Atresia of bile ducts,ICD10,196796,Congenital biliary atresia,SNOMED
Q624,Q62.4,45572977,Agenesis of ureter,ICD10,4299657,Congenital absence of ureter,SNOMED
Q871C,Q87.1,45572999,Congenital malformation syndromes predominantly associated with short stature,ICD10,4302754,Neurocutaneous syndrome,SNOMED
S3690,S36.9,45573481,Injury of unspecified intra-abdominal organ,ICD10,4169252,Internal injury of abdominal organs,SNOMED
T876X,T87.6,45575629,Other and unspecified complications of amputation stump,ICD10,4345680,Disorder of amputation stump,SNOMED
Z090T,Z09.0,45576131,Follow-up examination after surgery for other conditions,ICD10,4307024,Follow-up encounter,SNOMED
B150,B15.0,45576257,Hepatitis A with hepatic coma,ICD10,194856,Hepatic coma due to viral hepatitis A,SNOMED
B508,B50.8,45576273,Other severe and complicated Plasmodium falciparum malaria,ICD10,438343,Falciparum malaria,SNOMED
C07,C07,45576298,Malignant neoplasm of parotid gland,ICD10,4180784,Malignant tumor of parotid gland,SNOMED
C07AB07,C07,45576298,Malignant neoplasm of parotid gland,ICD10,4180784,Malignant tumor of parotid gland,SNOMED
D41,D41,45576398,Neoplasm of uncertain or unknown behavior of urinary organs,ICD10 Hierarchy,79765,Neoplasm of uncertain behavior of urinary system,SNOMED
E800B,E80.0,45576475,Hereditary erythropoietic porphyria,ICD10,4039932,Congenital erythropoietic porphyria,SNOMED
I509X,I50.9,45576879,"Heart failure, unspecified",ICD10,316139,Heart failure,SNOMED
K22-P,K22,45576982,Other diseases of esophagus,ICD10 Hierarchy,31610,Disorder of esophagus,SNOMED
L229C,L22,45577030,Diaper [napkin] dermatitis,ICD10,200164,Diaper rash,SNOMED
L53,L53,45577040,Other erythematous conditions,ICD10 Hierarchy,135892,Erythematous condition,SNOMED
L671,L67.1,45577049,Variations in hair color,ICD10,135895,Variation in hair color,SNOMED
M613,M61.3,45577301,Calcification and ossification of muscles associated with burns,ICD10,,,
N03AF01,N03,45577509,Chronic nephritic syndrome,ICD10 Hierarchy,4056478,Chronic nephritic syndrome,SNOMED
O2680,O26.8,45577570,Other specified pregnancy-related conditions,ICD10,439658,Disorder of pregnancy,SNOMED
O330,O33.0,45577589,Maternal care for disproportion due to deformity of maternal pelvic bones,ICD10,443903,"Bone AND/OR joint disorder of pelvis in mother complicating pregnancy, childbirth AND/OR puerperium",SNOMED
O9250,O92.5,45577667,Suppressed lactation,ICD10,79098,Suppressed lactation,SNOMED
P134,P13.4,45577693,Fracture of clavicle due to birth injury,ICD10,81685,Fracture of clavicle due to birth trauma,SNOMED
T256,T25.6,45580007,Corrosion of second degree of ankle and foot,ICD10,4054663,Corrosion of second degree of ankle and foot,SNOMED
T862B,T86.2,45580472,Heart transplant failure and rejection,ICD10,4309007,Heart transplant failure and rejection,SNOMED
T862W,T86.2,45580472,Heart transplant failure and rejection,ICD10,4309007,Heart transplant failure and rejection,SNOMED
343B,,,,,,,
A506,A50.6,45581118,"Late congenital syphilis, latent",ICD10,436624,"Late congenital syphilis, latent",SNOMED
B391,B39.1,45581163,Chronic pulmonary histoplasmosis capsulati,ICD10,4096917,Chronic pulmonary histoplasmosis,SNOMED
C957,C95.7,45581262,Other leukemia of unspecified cell type,ICD10,317510,Leukemia,SNOMED
D444A,D44.4,45581316,Neoplasm of uncertain or unknown behavior of craniopharyngeal duct,ICD10,442167,Neoplasm of uncertain behavior of craniopharyngeal duct,SNOMED
E511,E51.1,45581369,Beriberi,ICD10,434620,Beriberi,SNOMED
L670,L67.0,45581957,Trichorrhexis nodosa,ICD10,4032876,Clastothrix,SNOMED
M222G,M22.2,45582090,Patellofemoral disorders,ICD10,4035422,Disorder of patellofemoral joint,SNOMED
M485K,M48.5,45582162,"Collapsed vertebra, not elsewhere classified",ICD10,4222001,Collapse of vertebra,SNOMED
M674C,M67.4,45582222,Ganglion,ICD10,40481632,Ganglion cyst,SNOMED
M993J,M99.3,45582381,Osseous stenosis of neural canal,ICD10,4069651,Stenosis of spinal canal due to bone,SNOMED
N18,N18,45582391,Chronic renal failure,ICD10 Hierarchy,198185,Chronic renal failure,SNOMED
O4190,O41.9,45582547,"Disorder of amniotic fluid and membranes, unspecified",ICD10,438815,Disorder of amniotic cavity AND/OR membrane,SNOMED
O7314,O73.1,45582572,"Retained portions of placenta and membranes, without hemorrhage",ICD10,201642,Retained portions of placenta AND/OR membranes without hemorrhage,SNOMED
P779B,P77,45582628,Necrotizing enterocolitis of fetus and newborn,ICD10,201957,Necrotizing enterocolitis in fetus OR newborn,SNOMED
Q162,Q16.2,45582636,Absence of eustachian tube,ICD10,4328488,Congenital absence of eustachian tube,SNOMED
Q380,Q38.0,45582647,"Congenital malformations of lips, not elsewhere classified",ICD10,4033966,Congenital anomaly of lip,SNOMED
Q846,Q84.6,45582681,Other congenital malformations of nails,ICD10,138864,Congenital anomaly of nail,SNOMED
S4271,S42.7,45583278,"Multiple fractures of clavicle, scapula and humerus",ICD10,4015970,"Multiple fractures of clavicle, scapula and humerus",SNOMED
T050,T05.0,45584645,Traumatic amputation of both hands,ICD10,4308552,Traumatic amputation of both hands,SNOMED
A328,A32.8,45585908,Other forms of listeriosis,ICD10,438059,Listeriosis,SNOMED
A562B,A56.2,45585927,"Chlamydial infection of genitourinary tract, unspecified",ICD10,79732,Genitourinary chlamydia infection,SNOMED
A779,A77.9,45585932,"Spotted fever, unspecified",ICD10,434575,Spotted fevers,SNOMED
B262,B26.2,45585951,Mumps encephalitis,ICD10,378065,Mumps encephalitis,SNOMED
B854,B85.4,45585976,Mixed pediculosis and phthiriasis,ICD10,132253,Mixed pediculosis,SNOMED
D180E,D18.0,45586089,"Hemangioma, any site",ICD10,441818,Hemangioma,SNOMED
E345A,E34.5,45586156,Androgen resistance syndrome,ICD10,440359,Androgen resistance syndrome,SNOMED
F183,F18.3,45586223,"Mental and behavioral disorders due to use of volatile solvents, withdrawal state",ICD10,4176120,Inhalant dependence,SNOMED
G042A,G04.2,45586272,"Bacterial meningoencephalitis and meningomyelitis, not elsewhere classified",ICD10,436091,Bacterial meningitis,SNOMED
H432V,H43.2,45586471,Crystalline deposits in vitreous body,ICD10,316126,Crystalline deposits in vitreous,SNOMED
M626G,M62.6,45587017,Muscle strain,ICD10,4168796,Muscle strain,SNOMED
N20-,N20,45587237,Calculus of kidney and ureter,ICD10 Hierarchy,4148260,Calculus of kidney and ureter,SNOMED
O2201,O22.0,45587285,Varicose veins of lower extremity in pregnancy,ICD10,4261465,Varicose veins complicating pregnancy AND/OR puerperium,SNOMED
O2203,O22.0,45587285,Varicose veins of lower extremity in pregnancy,ICD10,4261465,Varicose veins complicating pregnancy AND/OR puerperium,SNOMED
O9903,O99.0,45587397,"Anemia complicating pregnancy, childbirth and the puerperium",ICD10,434701,"Anemia in mother complicating pregnancy, childbirth AND/OR puerperium",SNOMED
Q811,Q81.1,45587487,Epidermolysis bullosa letalis,ICD10,4290978,Junctional epidermolysis bullosa gravis of Herlitz,SNOMED
S2601,S26.0,45587797,Injury of heart with hemopericardium,ICD10,4019341,Injury of heart with hemopericardium,SNOMED
T18,T18,45589519,Foreign body in alimentary tract,ICD10 Hierarchy,201728,Foreign body in digestive tract,SNOMED
T492,T49.2,45589864,Poisoning by local astringents and local detergents,ICD10,435999,Local astringent and detergent poisoning,SNOMED
Z518Q,Z51.8,45590737,Other specified medical care,ICD10,4021166,Care regime,SNOMED
A851,A85.1,45590835,Adenoviral encephalitis,ICD10,4210628,Adenoviral encephalitis,SNOMED
B182W,B18.2,45590846,Chronic viral hepatitis C,ICD10,198964,Chronic hepatitis C,SNOMED
B351B,B35.1,45590850,Tinea unguium,ICD10,140648,Onychomycosis due to dermatophyte,SNOMED
B531,B53.1,45590858,Malaria due to simian plasmodia,ICD10,4092697,Malaria due to simian plasmodia,SNOMED
C449F,C44.9,45590902,"Malignant neoplasm of skin, unspecified",ICD10,4155297,Malignant neoplasm of skin,SNOMED
D181B,D18.1,45590982,"Lymphangioma, any site",ICD10,433997,Lymphangioma,SNOMED
F399P,F39,45591137,Unspecified mood [affective] disorder,ICD10,444100,Mood disorder,SNOMED
F4302,F43.0,45591139,Acute stress reaction,ICD10,440083,Acute stress disorder,SNOMED
G804A,G80.4,45591194,Ataxic cerebral palsy,ICD10,4150300,Ataxic cerebral palsy,SNOMED
I609-,I60.9,45591472,"Subarachnoid hemorrhage, unspecified",ICD10,432923,Subarachnoid hemorrhage,SNOMED
I738C,I73.8,45591513,Other specified peripheral vascular diseases,ICD10,321052,Peripheral vascular disease,SNOMED
K46-P,K46,45591592,Unspecified abdominal hernia,ICD10 Hierarchy,199860,Hernia of abdominal cavity,SNOMED
346B,,,,,,,
L403B,L40.3,45591634,Pustulosis palmaris et plantaris,ICD10,4100184,Pustular psoriasis of the palms AND/OR soles,SNOMED
L851B,L85.1,45591648,Acquired keratosis [keratoderma] palmaris et plantaris,ICD10,4213271,Acquired palmoplantar keratoderma,SNOMED
M131H,M13.1,45591736,"Monoarthritis, not elsewhere classified",ICD10,44783376,Monoarthritis,SNOMED
M779E,M77.9,45591933,"Enthesopathy, unspecified",ICD10,73008,Enthesopathy,SNOMED
O03P,O03,45592170,Spontaneous abortion,ICD10 Hierarchy,4067106,Miscarriage,SNOMED
O9941,O99.4,45592316,"Diseases of the circulatory system complicating pregnancy, childbirth and the puerperium",ICD10,316478,"Heart disease in mother complicating pregnancy, childbirth AND/OR puerperium",SNOMED
P015,P01.5,45592321,Fetus and newborn affected by multiple pregnancy,ICD10,4118411,Fetal or neonatal effect of multiple pregnancy,SNOMED
P968,P96.8,45592353,Other specified conditions originating in the perinatal period,ICD10,80205,Condition in fetus originating in the perinatal period,SNOMED
Q043,Q04.3,45592355,Other reduction deformities of brain,ICD10,372423,Reduction deformities of brain,SNOMED
Q28P,Q28,45592368,Other congenital malformations of circulatory system,ICD10 Hierarchy,141124,Congenital anomaly of cardiovascular system,SNOMED
Q66,Q66,45592383,Congenital deformities of feet,ICD10 Hierarchy,74472,Congenital deformity of foot,SNOMED
Q982,Q98.2,45592403,"Klinefelter's syndrome, male with 46,XX karyotype",ICD10,4005139,Klinefelter's syndrome - male with 46 XX karyotype,SNOMED
R478D,R47.8,45592422,Other and unspecified speech disturbances,ICD10,435642,Disturbance in speech,SNOMED
R82,R82,45592436,Other abnormal findings in urine,ICD10 Hierarchy,40484042,Evaluation of urine specimen,SNOMED
S02,S02,45592480,Fracture of skull and facial bones,ICD10 Hierarchy,4011508,Fracture of skull and facial bones,SNOMED
T02-P,T02,45594352,Fractures involving multiple body regions,ICD10 Hierarchy,4309929,Fractures involving multiple body regions,SNOMED
T0270,T02.7,45594354,Fractures involving thorax with lower back and pelvis with limb(s),ICD10,4308849,Fractures involving thorax with lower back and pelvis with limb(s),SNOMED
Z00,Z00,45595476,General examination and investigation of persons without complaint or reported diagnosis,ICD10 Hierarchy,4036803,General examination of patient,SNOMED
A303,A30.3,45595581,Borderline leprosy,ICD10,436902,Borderline leprosy,SNOMED
A988,A98.8,45595601,Other specified viral hemorrhagic fevers,ICD10,4347554,Viral hemorrhagic fever,SNOMED
D760W,D76.0,45595777,"Langerhans' cell histiocytosis, not elsewhere classified",ICD10,439789,Hemophagocytic syndrome,SNOMED
F167,F16.7,45595883,"Mental and behavioral disorders due to use of hallucinogens, residual and late-onset psychotic disorder",ICD10,4203152,Hallucinogen-induced organic mental disorder,SNOMED
F610,F61,45595913,Mixed and other personality disorders,ICD10,441838,Personality disorder,SNOMED
H260V,H26.0,45596050,"Infantile, juvenile and presenile cataract",ICD10,377274,Nonsenile cataract,SNOMED
L29-P,L29,45596372,Pruritus,ICD10 Hierarchy,4169287,Itching of skin,SNOMED
O311,O31.1,45596945,Continuing pregnancy after abortion of one fetus or more,ICD10,433826,Continuing pregnancy after abortion of one fetus or more,SNOMED
O813,O81.3,45597032,Other and unspecified forceps delivery,ICD10,435022,Forceps delivery - delivered,SNOMED
P711,P71.1,45597091,Other neonatal hypocalcemia,ICD10,433873,Hypocalcemia AND/OR hypomagnesemia of newborn,SNOMED
P780,P78.0,45597094,Perinatal intestinal perforation,ICD10,199925,Perinatal intestinal perforation,SNOMED
Q692,Q69.2,45597145,Accessory toe(s),ICD10,79914,Polydactyly of toes,SNOMED
Q776,Q77.6,45597154,Chondroectodermal dysplasia,ICD10,80838,Chondroectodermal dysplasia,SNOMED
T708,T70.8,45599699,Other effects of air pressure and water pressure,ICD10,441182,Effects of air pressure,SNOMED
A599,A59.9,45600430,"Trichomoniasis, unspecified",ICD10,434872,Infection by Trichomonas,SNOMED
A968,A96.8,45600442,Other arenaviral hemorrhagic fevers,ICD10,442783,Arenaviral hemorrhagic fever,SNOMED
B181C,B18.1,45600448,Chronic viral hepatitis B without delta-agent,ICD10,439674,Chronic viral hepatitis B without delta-agent,SNOMED
B49-P,B49,45600461,Unspecified mycosis,ICD10,433701,Mycosis,SNOMED
E881W,E88.1,45600679,"Lipodystrophy, not elsewhere classified",ICD10,134324,Lipodystrophy,SNOMED
H041A,H04.1,45600838,Other disorders of lacrimal gland,ICD10,4318699,Disorder of lacrimal gland,SNOMED
H42,H42,45600924,Glaucoma in diseases classified elsewhere,ICD10 Hierarchy,436972,Glaucoma associated with systemic syndromes,SNOMED
I252X,I25.2,45601025,Old myocardial infarction,ICD10,314666,Old myocardial infarction,SNOMED
L088B,L08.8,45601211,Other specified local infections of skin and subcutaneous tissue,ICD10,443600,Localized infection of skin AND/OR subcutaneous tissue,SNOMED
L603J,L60.3,45601226,Nail dystrophy,ICD10,4336254,Dystrophia unguium,SNOMED
L758,L75.8,45601231,Other apocrine sweat disorders,ICD10,441655,Disorder of sweat gland,SNOMED
M51-,M51,45601473,Other intervertebral disc disorders,ICD10 Hierarchy,75344,Intervertebral disc disorder,SNOMED
N90,N90,45601756,Other noninflammatory disorders of vulva and perineum,ICD10 Hierarchy,195603,Vulval and/or perineal noninflammatory disorders,SNOMED
P742,P74.2,45601945,Disturbances of sodium balance of newborn,ICD10,4048738,Disturbances of sodium balance of newborn,SNOMED
Q503,Q50.3,45601965,Other congenital malformations of ovary,ICD10,198853,Congenital anomaly of ovary,SNOMED
Q764W,Q76.4,45601982,"Other congenital malformations of spine, not associated with scoliosis",ICD10,81670,Congenital anomaly of spine,SNOMED
349W,,,,,,,
Q828L,Q82.8,45601989,Other specified congenital malformations of skin,ICD10,132446,Congenital anomaly of skin,SNOMED
S548,S54.8,45602868,Injury of other nerves at forearm level,ICD10,74216,Injury of nerves at shoulder and upper arm level,SNOMED
S8600,S86.0,45603774,Injury of Achilles tendon,ICD10,45765623,Disorder of Achilles tendon,SNOMED
A09-P,A09,45605189,Diarrhea and gastroenteritis of presumed infectious origin,ICD10,198062,"Infectious colitis, enteritis and gastroenteritis",SNOMED
F452B,F45.2,45605496,Hypochondriacal disorder,ICD10,434920,Hypochondriasis,SNOMED
J674,J67.4,45605893,Maltworker's lung,ICD10,434975,Malt-workers' lung,SNOMED
O4091,O40,45606611,Polyhydramnios,ICD10,437623,Polyhydramnios,SNOMED
O4223,O42.2,45606627,"Premature rupture of membranes, labor delayed by therapy",ICD10,4064709,"Premature rupture of membranes, labor delayed by therapy",SNOMED
P280,P28.0,45606702,Primary atelectasis of newborn,ICD10,258554,"Primary atelectasis, in perinatal period",SNOMED
Q522,Q52.2,45606743,Congenital rectovaginal fistula,ICD10,4009156,Congenital rectovaginal fistula,SNOMED
Q554,Q55.4,45606747,"Other congenital malformations of vas deferens, epididymis, seminal vesicles and prostate",ICD10,4194856,Congenital anomaly of male genital system,SNOMED
Q934,Q93.4,45606788,Deletion of short arm of chromosome 5,ICD10,440518,5p partial monosomy syndrome,SNOMED
Z437,Z43.7,45609939,Attention to artificial vagina,ICD10,,,
E879,E87,45755369,"Other disorders of fluid, electrolyte and acid-base balance",ICD10 Hierarchy,441830,Disorder of fluid AND/OR electrolyte,SNOMED
F0010,F00.1,45755371,Dementia in Alzheimer's disease with late onset,ICD10,4220313,"Primary degenerative dementia of the Alzheimer type, senile onset",SNOMED
I4899,I48.9,45755409,"Atrial fibrillation and atrial flutter, unspecified",ICD10,4108832,Atrial fibrillation and flutter,SNOMED
H952,H95,45755427,"Postprocedural disorders of ear and mastoid process, not elsewhere classified",ICD10 Hierarchy,378161,Disorder of ear,SNOMED
K50-,K50,45755435,Crohn's disease [regional enteritis],ICD10 Hierarchy,201606,Crohn's disease,SNOMED
K61P,K61,45755440,Abscess of anal and rectal regions,ICD10 Hierarchy,4326601,Anorectal abscess,SNOMED
M03AX,M03,45755461,Postinfective and reactive arthropathies in diseases classified elsewhere,ICD10 Hierarchy,4057588,Arthritis associated with another disorder,SNOMED
M209,M20,45755492,Acquired deformities of fingers and toes,ICD10 Hierarchy,133857,Acquired deformity of limb,SNOMED
R44,R44,45755638,Other symptoms and signs involving general sensations and perceptions,ICD10 Hierarchy,4024707,Perception AND/OR perception disturbance,SNOMED
R94,R94,45755749,Abnormal results of function studies,ICD10 Hierarchy,4297090,Evaluation procedure,SNOMED
V71G,V71,45755993,Bus occupant injured in collision with pedal cycle,ICD10 Hierarchy,444065,Victim in two vehicle accident,SNOMED
Z30,Z30,45756073,Contraceptive management,ICD10 Hierarchy,4250598,Contraception care management,SNOMED
U80,U80,45756102,Agent resistant to penicillin and related antibiotics,ICD10,4159147,Infection resistant to penicillin,SNOMED
V02G,V02,45756134,Pedestrian injured in collision with two- or three-wheeled motor vehicle,ICD10 Hierarchy,4053554,Railway and road transport accidents,SNOMED
V14B,V14,45756183,Pedal cyclist injured in collision with heavy transport vehicle or bus,ICD10 Hierarchy,443423,Pedal cycle accident,SNOMED
V16E,V16,45756220,Pedal cyclist injured in collision with other nonmotor vehicle,ICD10 Hierarchy,4067154,Pedal cycle in collision with non-motor road vehicle,SNOMED
V25B,V25,45756268,Motorcycle rider injured in collision with railway train or railway vehicle,ICD10 Hierarchy,438310,"Victim, motorcycle rider in vehicular AND/OR traffic accident",SNOMED
Z86,Z86,45756482,Personal history of certain other diseases,ICD10 Hierarchy,4214956,History of clinical finding in subject,SNOMED
T30P,T30,45756565,"Burn and corrosion, body region unspecified",ICD10 Hierarchy,4168004,Burn injury,SNOMED
V46B,V46,45756568,Car occupant injured in collision with other nonmotor vehicle,ICD10 Hierarchy,4053554,Railway and road transport accidents,SNOMED
V55X,V55,45756629,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle,ICD10 Hierarchy,444065,Victim in two vehicle accident,SNOMED
V61E,V61,45756661,Occupant of heavy transport vehicle injured in collision with pedal cycle,ICD10 Hierarchy,444065,Victim in two vehicle accident,SNOMED
V62X,V62,45756670,Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle,ICD10 Hierarchy,444065,Victim in two vehicle accident,SNOMED
V64D,V64,45756694,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus,ICD10 Hierarchy,444065,Victim in two vehicle accident,SNOMED
049A,,,,,,,
112W,,,,,,,
153B,,,,,,,
153H,,,,,,,
174C,,,,,,,
188E,,,,,,,
205B,,,,,,,
212A,,,,,,,
230D,,,,,,,
231A,,,,,,,
235W,,,,,,,
236C,,,,,,,
236X,,,,,,,
238H,,,,,,,
242B,,,,,,,
244C,,,,,,,
245C,,,,,,,
250BB,,,,,,,
252A,,,,,,,
253F,,,,,,,
255A,,,,,,,
255AA,,,,,,,
272X,,,,,,,
287A,,,,,,,
292W,,,,,,,
2971,,,,,,,
300B,,,,,,,
301F,,,,,,,
351W,,,,,,,
354B,,,,,,,
354W,,,,,,,
355D,,,,,,,
357X,,,,,,,
360CB,,,,,,,
364B,,,,,,,
365A,,,,,,,
365G,,,,,,,
367B,,,,,,,
374D,,,,,,,
375E,,,,,,,
377E,,,,,,,
381C,,,,,,,
394B,,,,,,,
395C,,,,,,,
402A,,,,,,,
410AC,,,,,,,
413XE,,,,,,,
414WB,,,,,,,
422X,,,,,,,
424AA,,,,,,,
424C,,,,,,,
424CB,,,,,,,
425BB,,,,,,,
426C,,,,,,,
429X,,,,,,,
433C,,,,,,,
433X,,,,,,,
437A,,,,,,,
441D,,,,,,,
464C,,,,,,,
478D,,,,,,,
511W,,,,,,,
525C,,,,,,,
528D,,,,,,,
530W,,,,,,,
560A,,,,,,,
569X,,,,,,,
571W,,,,,,,
571X,,,,,,,
579A,,,,,,,
593X,,,,,,,
614C,,,,,,,
617X,,,,,,,
618B,,,,,,,
620A,,,,,,,
625C,,,,,,,
625D,,,,,,,
633X,,,,,,,
641X,,,,,,,
646W,,,,,,,
646WW,,,,,,,
652D,,,,,,,
666BA,,,,,,,
671X,,,,,,,
681A,,,,,,,
685B,,,,,,,
692X,,,,,,,
693A,,,,,,,
7.33E+09,,,,,,,
701W,,,,,,,
701X,,,,,,,
707W,,,,,,,
707X,,,,,,,
709X,,,,,,,
712X,,,,,,,
714B,,,,,,,
715B9,,,,,,,
716F,,,,,,,
716W,,,,,,,
717H,,,,,,,
727D,,,,,,,
727X,,,,,,,
730X,,,,,,,
738E,,,,,,,
745BD,,,,,,,
745X,,,,,,,
752G,,,,,,,
780W,,,,,,,
784C,,,,,,,
784G,,,,,,,
789F,,,,,,,
790E,,,,,,,
790F,,,,,,,
802D,,,,,,,
803A,,,,,,,
806E,,,,,,,
823D,,,,,,,
826A,,,,,,,
840E,,,,,,,
843X,,,,,,,
844B,,,,,,,
847C,,,,,,,
891B,,,,,,,
905H,,,,,,,
907E,,,,,,,
910,,,,,,,
924F,,,,,,,
927A,,,,,,,
944C,,,,,,,
952B,,,,,,,
958C,,,,,,,
965A,,,,,,,
994W,,,,,,,
997B,,,,,,,
997D,,,,,,,
DHB20,,,,,,,
J07AM51,,,,,,,
UA5254,,,,,,,
UB525,,,,,,,
R03AK04,,45755625,"Abnormal blood-pressure reading, without diagnosis",,141693,Elevated blood-pressure reading without diagnosis of hypertension,SNOMED
R832,,45597203,"Abnormal findings in cerebrospinal fluid, abnormal level of other drugs, medicaments and biological substances",,45597203,,ICD10
R836,,45597205,"Abnormal findings in cerebrospinal fluid, abnormal cytological findings",,4168693,Abnormal cytological findings in CSF,SNOMED
R865,,45577821,"Abnormal findings in specimens from male genital organs, abnormal microbiological findings",,4171911,Abnormal microbiological finding in specimen from male genital organ,SNOMED
A02,A02,45532807,Other salmonella infections,ICD10 Hierarchy,133685,Salmonella infection,SNOMED
A02BC01,A02,45532807,Other salmonella infections,ICD10 Hierarchy,133685,Salmonella infection,SNOMED
A41,A41,45532831,Other septicemia,ICD10 Hierarchy,132797,Sepsis,SNOMED
B799,B79,45532887,Trichuriasis,ICD10,196907,Trichuriasis,SNOMED
H161V,H16.1,45533242,Other superficial keratitis without conjunctivitis,ICD10,374643,Superficial keratitis,SNOMED
H49,H49,45533345,Paralytic strabismus,ICD10 Hierarchy,381862,Paralytic strabismus,SNOMED
H5029,H50.2,45533348,Vertical strabismus,ICD10,4009187,Manifest vertical squint,SNOMED
K44-,K44,45533595,Diaphragmatic hernia,ICD10 Hierarchy,201061,Diaphragmatic hernia,SNOMED
K508A,K50.8,45533599,Other Crohn's disease,ICD10,201606,Crohn's disease,SNOMED
M8860/0,M88,45534061,Paget's disease of bone [osteitis deformans],ICD10 Hierarchy,444219,Osteitis deformans without bone tumor,SNOMED
M9940,M99.4,45534109,Connective tissue stenosis of neural canal,ICD10,4069953,Stenosis of spinal canal due to connective tissue,SNOMED
O2311,O23.1,45534183,Infections of bladder in pregnancy,ICD10,4063038,Infections of bladder in pregnancy,SNOMED
O4213,O42.1,45534269,"Premature rupture of membranes, onset of labor after 24 hours",ICD10,192972,Prolonged rupture of membranes,SNOMED
O4400,O44.0,45534276,Placenta praevia specified as without hemorrhage,ICD10,194710,Placenta previa without hemorrhage,SNOMED
P352,P35.2,45534346,Congenital herpesviral [herpes simplex] infection,ICD10,4239065,Congenital herpes simplex,SNOMED
P700,P70.0,45534354,Syndrome of infant of mother with gestational diabetes,ICD10,434480,Syndrome of infant of diabetic mother,SNOMED
Q710,Q71.0,45534404,Congenital complete absence of upper limb(s),ICD10,4003808,Congenital complete absence of upper limb,SNOMED
S828P,S82.8,45536135,Fractures of other parts of lower leg,ICD10,4187096,Fracture of lower limb,SNOMED
T874C,T87.4,45537094,Infection of amputation stump,ICD10,4176170,Infection of amputation stump,SNOMED
