source_code,source_description
SA713,Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SA714,Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Regional.
SA720,Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SA721,Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SA722,Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SA723,Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SA724,Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Regional.
SA730,Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SA731,Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SA732,Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SA733,Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SA734,Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Regional.
SA740,Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SA741,Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SA742,Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SA743,Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SA744,Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Högfrekvensventilation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Regional.
SA800,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Ingen."
SA801,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Intravenöst."
SA802,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Inhalation."
SA803,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation"
SA804,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Regional."
SA810,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Ingen."
SA811,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst."
SA812,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation."
SA813,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation."
SA814,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Regional."
SA820,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Ingen."
SA821,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst."
SA822,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Inhalation."
SA823,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation."
SA824,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Regional."
SA830,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Ingen."
SA831,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst."
SA832,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation."
SA833,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation."
SA834,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Regional."
SA840,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Ingen."
SA841,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst."
SA842,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Inhalation."
SA843,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation."
SA844,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: ""Rapid sequence induction"" oavsett intubationsväg. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Regional."
SA900,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, tex trakeostoma. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Ingen."
SA901,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, tex trakeostoma. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Intravenöst."
SA902,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, tex trakeostoma. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Inhalation."
SA903,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, tex trakeostoma. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation"
SA904,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, tex trakeostoma. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Regional."
SA910,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, tex trakeostoma. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Ingen."
SA911,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, tex trakeostoma. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst."
SA912,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, tex trakeostoma. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation."
SA913,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, tex trakeostoma. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation"
SA914,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, tex trakeostoma. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Regional."
SA920,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, tex trakeostoma. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Ingen."
SA921,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, tex trakeostoma. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst."
SA922,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, tex trakeostoma. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Inhalation."
SA923,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, tex trakeostoma. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation"
SA924,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, tex trakeostoma. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Regional."
SA930,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, tex trakeostoma. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Ingen."
SA931,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, tex trakeostoma. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst."
SA932,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, tex trakeostoma. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation."
SA933,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, tex trakeostoma. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation"
SA934,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, tex trakeostoma. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Regional."
SA940,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, tex trakeostoma. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Ingen."
SA941,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, tex trakeostoma. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst."
SA942,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, tex trakeostoma. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Inhalation."
SA943,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, tex trakeostoma. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation"
SA944,"Generell anestesi och sedering. Induktion: Intravenös utan relaxation. Luftvägskontroll med: Övrigt, tex trakeostoma. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Regional."
SB200,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Ingen.
SB201,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Intravenöst.
SB202,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Inhalation.
SB203,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation.
SB204,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Regional.
SB210,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SB211,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SB212,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SB213,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SB214,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Regional.
SB220,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SB221,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SB222,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SB223,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SB224,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Regional.
SB230,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SB231,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SB232,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SB233,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SB234,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Regional.
SB240,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SB241,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SB242,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SB243,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SB244,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Regional.
SB300,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Ingen.
SB301,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Intravenöst.
SB302,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Inhalation.
SB303,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SB304,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Regional.
SB310,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SB311,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SB312,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SB313,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SB314,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Regional.
SB320,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SB321,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SB322,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SB323,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SB324,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Regional.
SB330,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SB331,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SB332,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SB333,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SB334,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Regional.
SB340,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SB341,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SB342,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SB343,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SB344,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Regional.
SB400,Generell anestesi och sedering. Induktion: Intravenös med relaxation . Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Ingen.
